Counter(/execute_trajectory/feedback),Counter(/execute_trajectory/goal),Counter(/execute_trajectory/result),Counter(/execute_trajectory/status),Counter(/franka_control/error_recovery/status),Counter(/franka_gripper/grasp/goal),Counter(/franka_gripper/grasp/result),Counter(/franka_gripper/grasp/status),Counter(/franka_gripper/gripper_action/status),Counter(/franka_gripper/homing/status),Counter(/franka_gripper/joint_states),Counter(/franka_gripper/move/goal),Counter(/franka_gripper/move/result),Counter(/franka_gripper/move/status),Counter(/franka_gripper/stop/status),Counter(/franka_state_controller/F_ext),Counter(/franka_state_controller/franka_states),Counter(/franka_state_controller/joint_states),Counter(/franka_state_controller/joint_states_desired),Counter(/joint_states),Counter(/joint_states_desired),Counter(/move_group/display_planned_path),Counter(/move_group/feedback),Counter(/move_group/goal),Counter(/move_group/monitored_planning_scene),Counter(/move_group/ompl/parameter_descriptions),Counter(/move_group/ompl/parameter_updates),Counter(/move_group/plan_execution/parameter_descriptions),Counter(/move_group/plan_execution/parameter_updates),Counter(/move_group/planning_scene_monitor/parameter_descriptions),Counter(/move_group/planning_scene_monitor/parameter_updates),Counter(/move_group/result),Counter(/move_group/sense_for_plan/parameter_descriptions),Counter(/move_group/sense_for_plan/parameter_updates),Counter(/move_group/status),Counter(/move_group/trajectory_execution/parameter_descriptions),Counter(/move_group/trajectory_execution/parameter_updates),Counter(/pickup/status),Counter(/place/status),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/feedback),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/goal),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/result),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/status),Counter(/position_joint_trajectory_controller/state),Counter(/rosout),Counter(/rosout_agg),Counter(/statistics),Counter(/tf),Counter(/tf_static)
1,0,1,1,2,0,0,3,2,1,7,0,0,0,4,0,0,10,35,18,15,0,1,1,2,0,0,0,0,0,0,0,0,0,3,0,0,3,2,7,0,0,3,29,1,0,8,31,0
1,1,0,6,4,0,0,2,3,4,7,0,0,0,2,36,0,25,14,14,7,1,1,0,1,0,0,0,0,0,0,1,0,0,4,0,0,3,3,7,1,0,4,22,9,10,11,31,0
0,0,0,2,1,0,0,3,2,2,11,0,0,0,1,11,0,11,13,16,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,2,2,13,0,1,2,27,0,0,7,26,0
0,0,0,3,4,0,0,2,0,3,3,0,0,0,4,17,0,14,13,15,34,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,3,10,0,0,3,23,0,0,10,19,0
1,0,1,3,0,0,0,3,5,2,9,0,0,0,3,0,0,17,18,15,15,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,4,2,4,0,1,3,28,3,1,6,24,0
1,1,0,3,3,0,0,1,3,3,7,1,0,0,2,7,0,15,15,15,12,1,2,1,1,0,0,0,0,0,0,1,0,0,4,0,0,3,3,3,1,0,4,16,7,9,6,51,0
0,0,0,0,4,0,0,2,2,2,6,0,0,31,3,31,0,13,15,11,12,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,2,2,13,0,0,2,33,0,0,7,32,0
0,0,0,0,3,0,0,3,2,3,13,0,1,8,2,26,0,19,15,15,11,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,3,3,8,0,0,3,25,0,0,7,30,0
0,0,0,0,2,0,0,0,3,2,8,0,0,3,3,11,0,11,14,17,27,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,12,0,0,2,26,0,0,8,28,0
0,0,0,0,3,0,0,6,3,2,7,0,0,1,2,0,6,16,12,14,17,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,3,4,10,0,0,3,25,0,0,6,17,0
