Counter(/execute_trajectory/feedback),Counter(/execute_trajectory/goal),Counter(/execute_trajectory/result),Counter(/execute_trajectory/status),Counter(/franka_control/error_recovery/status),Counter(/franka_gripper/grasp/goal),Counter(/franka_gripper/grasp/result),Counter(/franka_gripper/grasp/status),Counter(/franka_gripper/gripper_action/status),Counter(/franka_gripper/homing/status),Counter(/franka_gripper/joint_states),Counter(/franka_gripper/move/goal),Counter(/franka_gripper/move/result),Counter(/franka_gripper/move/status),Counter(/franka_gripper/stop/status),Counter(/franka_state_controller/F_ext),Counter(/franka_state_controller/franka_states),Counter(/franka_state_controller/joint_states),Counter(/franka_state_controller/joint_states_desired),Counter(/joint_states),Counter(/joint_states_desired),Counter(/move_group/display_planned_path),Counter(/move_group/feedback),Counter(/move_group/goal),Counter(/move_group/monitored_planning_scene),Counter(/move_group/ompl/parameter_descriptions),Counter(/move_group/ompl/parameter_updates),Counter(/move_group/plan_execution/parameter_descriptions),Counter(/move_group/plan_execution/parameter_updates),Counter(/move_group/planning_scene_monitor/parameter_descriptions),Counter(/move_group/planning_scene_monitor/parameter_updates),Counter(/move_group/result),Counter(/move_group/sense_for_plan/parameter_descriptions),Counter(/move_group/sense_for_plan/parameter_updates),Counter(/move_group/status),Counter(/move_group/trajectory_execution/parameter_descriptions),Counter(/move_group/trajectory_execution/parameter_updates),Counter(/pickup/status),Counter(/place/status),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/feedback),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/goal),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/result),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/status),Counter(/position_joint_trajectory_controller/state),Counter(/rosout),Counter(/rosout_agg),Counter(/statistics),Counter(/tf),Counter(/tf_static)
3,7,5,42,22,1,1,103,101,103,89,0,0,92,102,115,72,102,114,118,132,8,6,2,66,1,1,1,1,1,1,2,1,1,20,1,1,99,59,105,3,2,104,121,56,36,116,119,1
0,0,0,0,2,0,0,2,2,3,5,0,0,3,3,19,0,27,15,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,7,0,0,2,0,3,2,10,47,0
0,0,0,7,4,0,0,3,3,3,6,0,0,2,2,9,32,8,11,10,16,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,11,3,12,0,0,3,55,1,0,5,10,0
0,0,0,2,2,0,0,2,0,2,5,0,0,1,3,20,1,18,18,0,15,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,1,5,0,0,2,1,0,0,6,48,0
1,0,1,5,0,0,0,2,5,3,10,0,0,3,2,11,13,13,15,32,15,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,1,4,0,3,1,13,36,0
0,0,0,2,5,0,0,2,2,2,6,0,0,4,3,19,12,20,14,16,11,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,6,0,0,0,1,0,0,2,6,20,0
0,0,0,3,3,0,0,0,3,3,7,0,0,2,2,14,27,14,13,17,18,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,0,0,4,99,0,0,8,36,0
0,1,0,1,1,0,0,6,2,2,8,0,0,1,0,15,12,8,14,15,13,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,2,3,1,0,1,25,5,5,8,22,0
1,0,0,5,4,0,0,2,3,3,8,0,0,4,5,11,6,17,18,15,18,1,2,0,3,0,0,0,0,0,0,0,0,0,2,0,0,6,3,2,0,0,5,15,2,2,16,8,0
0,0,0,2,2,0,0,3,2,2,1,0,0,3,1,0,33,1,15,14,15,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,1,2,18,0,0,1,14,0,0,5,58,0
