Counter(/execute_trajectory/feedback),Counter(/execute_trajectory/goal),Counter(/execute_trajectory/result),Counter(/execute_trajectory/status),Counter(/franka_control/error_recovery/status),Counter(/franka_gripper/grasp/goal),Counter(/franka_gripper/grasp/result),Counter(/franka_gripper/grasp/status),Counter(/franka_gripper/gripper_action/status),Counter(/franka_gripper/homing/status),Counter(/franka_gripper/joint_states),Counter(/franka_gripper/move/goal),Counter(/franka_gripper/move/result),Counter(/franka_gripper/move/status),Counter(/franka_gripper/stop/status),Counter(/franka_state_controller/F_ext),Counter(/franka_state_controller/franka_states),Counter(/franka_state_controller/joint_states),Counter(/franka_state_controller/joint_states_desired),Counter(/joint_states),Counter(/joint_states_desired),Counter(/move_group/display_planned_path),Counter(/move_group/feedback),Counter(/move_group/goal),Counter(/move_group/monitored_planning_scene),Counter(/move_group/ompl/parameter_descriptions),Counter(/move_group/ompl/parameter_updates),Counter(/move_group/plan_execution/parameter_descriptions),Counter(/move_group/plan_execution/parameter_updates),Counter(/move_group/planning_scene_monitor/parameter_descriptions),Counter(/move_group/planning_scene_monitor/parameter_updates),Counter(/move_group/result),Counter(/move_group/sense_for_plan/parameter_descriptions),Counter(/move_group/sense_for_plan/parameter_updates),Counter(/move_group/status),Counter(/move_group/trajectory_execution/parameter_descriptions),Counter(/move_group/trajectory_execution/parameter_updates),Counter(/pickup/status),Counter(/place/status),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/feedback),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/goal),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/result),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/status),Counter(/position_joint_trajectory_controller/state),Counter(/rosout),Counter(/rosout_agg),Counter(/statistics),Counter(/tf),Counter(/tf_static)
0,0,0,3,1,0,0,3,3,3,11,0,0,2,0,30,14,33,14,14,13,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,2,46,0,0,7,27,0
1,0,1,3,4,0,0,0,2,2,5,0,0,3,0,13,13,4,15,13,17,0,1,1,2,0,0,0,0,0,0,0,0,0,3,0,0,2,2,10,0,1,5,22,1,1,8,30,0
1,1,0,4,3,0,0,5,3,3,4,0,0,2,0,17,6,18,7,19,15,1,1,0,1,0,0,0,0,0,0,1,0,0,4,0,0,4,3,12,1,0,4,0,9,9,6,22,0
0,0,0,2,1,0,0,2,2,2,6,0,0,3,0,8,3,12,17,13,15,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,2,10,0,0,2,50,0,0,8,13,0
0,0,0,3,4,0,0,3,2,3,5,0,0,2,0,22,13,18,16,17,9,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,3,10,0,0,3,27,0,0,8,15,0
1,0,1,0,1,0,0,2,3,0,10,0,0,3,0,7,20,21,9,15,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,0,1,3,21,3,3,10,10,0
0,0,0,4,3,0,0,3,2,0,5,0,0,1,18,25,0,5,0,14,35,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,2,3,1,0,0,3,21,0,0,10,17,0
1,1,0,5,3,0,0,2,3,7,3,1,0,5,4,14,29,24,39,16,13,1,0,1,3,0,0,0,0,0,0,1,0,0,4,0,0,3,2,5,1,0,3,33,7,7,11,14,0
0,0,0,3,3,0,0,2,3,3,10,0,0,2,2,12,19,15,14,15,9,0,2,0,2,0,0,0,0,0,0,0,0,0,3,0,0,3,0,10,0,0,3,26,0,0,8,15,0
0,0,0,2,1,0,0,3,1,2,9,0,1,3,3,10,15,13,13,15,14,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,2,8,0,0,2,24,0,0,8,20,0
0,0,0,3,4,0,0,2,4,2,7,0,0,3,2,0,19,16,14,12,24,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,6,12,0,0,3,26,0,0,4,14,0
0,0,0,1,2,0,0,3,0,2,9,0,0,3,2,37,15,15,17,15,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,2,9,0,0,1,25,0,0,4,3,0
