Counter(/amcl/parameter_descriptions),Counter(/amcl/parameter_updates),Counter(/amcl_pose),Counter(/battery_state),Counter(/cmd_vel),Counter(/cmd_vel_rc100),Counter(/diagnostics),Counter(/imu),Counter(/joint_states),Counter(/magnetic_field),Counter(/map),Counter(/map_metadata),Counter(/move_base/DWAPlannerROS/cost_cloud),Counter(/move_base/DWAPlannerROS/global_plan),Counter(/move_base/DWAPlannerROS/local_plan),Counter(/move_base/DWAPlannerROS/parameter_descriptions),Counter(/move_base/DWAPlannerROS/parameter_updates),Counter(/move_base/DWAPlannerROS/trajectory_cloud),Counter(/move_base/NavfnROS/plan),Counter(/move_base/current_goal),Counter(/move_base/feedback),Counter(/move_base/global_costmap/costmap),Counter(/move_base/global_costmap/costmap_updates),Counter(/move_base/global_costmap/footprint),Counter(/move_base/global_costmap/inflation_layer/parameter_descriptions),Counter(/move_base/global_costmap/inflation_layer/parameter_updates),Counter(/move_base/global_costmap/obstacle_layer/parameter_descriptions),Counter(/move_base/global_costmap/obstacle_layer/parameter_updates),Counter(/move_base/global_costmap/parameter_descriptions),Counter(/move_base/global_costmap/parameter_updates),Counter(/move_base/global_costmap/static_layer/parameter_descriptions),Counter(/move_base/global_costmap/static_layer/parameter_updates),Counter(/move_base/goal),Counter(/move_base/local_costmap/costmap),Counter(/move_base/local_costmap/costmap_updates),Counter(/move_base/local_costmap/footprint),Counter(/move_base/local_costmap/inflation_layer/parameter_descriptions),Counter(/move_base/local_costmap/inflation_layer/parameter_updates),Counter(/move_base/local_costmap/obstacle_layer/parameter_descriptions),Counter(/move_base/local_costmap/obstacle_layer/parameter_updates),Counter(/move_base/local_costmap/parameter_descriptions),Counter(/move_base/local_costmap/parameter_updates),Counter(/move_base/parameter_descriptions),Counter(/move_base/parameter_updates),Counter(/move_base/recovery_status),Counter(/move_base/result),Counter(/move_base/status),Counter(/odom),Counter(/particlecloud),Counter(/rosout),Counter(/rosout_agg),Counter(/rpms),Counter(/scan),Counter(/sensor_state),Counter(/statistics),Counter(/tf),Counter(/tf_static),Counter(/version_info)
0,0,1,26,10,26,1,76,25,76,0,0,10,10,10,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,5,4,10,0,0,0,0,0,0,0,0,0,0,5,26,1,5,5,5,5,26,57,55,0,1
0,0,0,25,10,25,1,77,26,76,0,0,10,10,10,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,5,1,10,0,0,0,0,0,0,0,0,0,0,5,24,0,5,5,5,5,25,49,56,0,1
0,0,1,26,10,26,1,77,26,78,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,5,26,1,5,5,5,5,26,52,58,0,1
0,0,1,26,10,26,1,77,25,77,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,5,26,1,5,5,5,5,26,58,55,0,1
0,0,1,25,10,25,1,77,26,77,0,0,10,9,9,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,4,2,10,0,0,0,0,0,0,0,0,0,0,5,26,1,6,6,4,4,25,51,56,0,1
0,0,1,26,10,26,1,77,26,77,0,0,10,10,10,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,5,26,1,5,5,5,5,26,55,57,0,1
0,0,0,25,10,26,1,77,25,77,0,0,10,1,1,0,0,10,18,0,10,0,6,10,0,0,0,0,0,0,0,0,0,1,5,10,0,0,0,0,0,0,0,0,0,0,5,25,0,18,18,5,5,25,51,54,0,1
0,0,0,26,10,25,1,77,26,77,0,0,10,0,0,0,0,10,19,0,10,0,7,10,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,5,26,0,20,20,5,5,26,47,58,0,1
0,0,0,26,10,26,1,76,26,76,0,0,10,0,0,0,0,10,21,0,10,0,5,10,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,5,25,0,20,20,5,5,26,49,56,0,1
0,0,0,25,10,26,1,78,25,78,0,0,10,0,0,0,0,10,20,0,10,0,7,10,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,5,26,0,20,20,5,5,25,46,55,0,1
0,0,0,26,10,25,1,75,26,75,0,0,10,0,0,0,0,10,20,0,10,0,6,10,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,5,26,0,20,20,5,5,26,47,57,0,1
0,0,0,25,10,26,1,78,25,78,0,0,10,0,0,0,0,10,20,0,10,0,6,10,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,5,24,0,20,20,4,4,25,40,54,0,1
0,0,0,26,10,25,1,77,26,77,0,0,10,0,0,0,0,10,20,0,10,0,7,10,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,5,27,0,20,20,5,4,26,50,57,0,1
0,0,0,26,10,26,1,77,26,76,0,0,10,0,0,0,0,10,20,0,10,0,6,10,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,5,24,0,20,20,4,5,26,46,57,0,1
0,0,0,26,10,26,1,77,25,78,0,0,10,0,0,0,0,10,20,0,10,0,5,10,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,5,27,0,20,20,5,5,26,49,55,0,1
0,0,0,25,16,25,1,78,26,78,0,0,10,0,0,0,0,10,20,0,10,0,7,10,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,5,26,0,20,20,5,5,25,47,57,0,1
0,0,0,26,20,26,1,76,26,76,0,0,10,0,0,0,0,10,20,0,10,0,6,10,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,5,25,0,20,20,5,5,26,48,57,0,1
0,0,0,26,20,26,1,77,25,77,0,0,10,0,0,0,0,10,20,0,10,0,6,10,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,5,25,0,20,20,5,5,26,50,55,0,1
0,0,1,25,12,25,1,77,26,76,0,0,9,7,7,0,0,9,12,0,10,0,7,10,0,0,0,0,0,0,0,0,0,2,4,10,0,0,0,0,0,0,0,0,1,0,5,27,1,9,9,5,5,25,58,57,0,1
0,0,1,26,10,26,1,76,25,77,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,5,26,1,5,5,5,5,26,49,57,0,1
0,0,0,25,10,26,1,78,26,78,0,0,10,9,9,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,5,25,0,6,6,4,4,26,52,54,0,1
0,0,1,26,10,25,1,78,26,77,0,0,10,10,10,0,0,10,10,0,10,0,5,10,0,0,0,0,0,0,0,0,0,5,1,10,0,0,0,0,0,0,0,0,0,0,5,25,1,5,5,5,5,25,57,57,0,1
0,0,1,26,10,26,1,75,25,76,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,5,26,1,5,5,5,5,26,57,56,0,1
0,0,0,25,10,25,1,77,26,77,0,0,10,10,10,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,5,2,10,0,0,0,0,0,0,0,0,0,0,5,26,0,5,5,5,5,25,51,56,0,1
0,0,1,26,10,26,1,78,26,77,0,0,10,10,10,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,5,26,1,5,5,5,5,26,54,57,0,1
0,0,1,26,10,26,1,76,25,77,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,5,2,10,0,0,0,0,0,0,0,0,0,0,5,25,1,5,5,5,5,26,57,55,0,1
0,0,1,25,10,25,1,78,26,78,0,0,10,10,10,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,4,2,10,0,0,0,0,0,0,0,0,0,0,5,25,1,5,5,5,5,25,57,57,0,1
0,0,1,26,10,26,1,75,25,75,0,0,10,10,10,0,0,10,10,0,10,0,5,10,0,0,0,0,0,0,0,0,0,4,2,10,0,0,0,0,0,0,0,0,0,0,5,26,1,5,5,5,5,26,55,56,0,1
0,0,1,25,10,26,1,78,26,78,0,0,10,10,10,0,0,10,10,0,10,0,5,10,0,0,0,0,0,0,0,0,0,4,2,10,0,0,0,0,0,0,0,0,0,0,5,26,1,5,5,5,5,26,58,56,0,1
0,0,1,26,10,25,1,77,26,77,0,0,10,10,10,0,0,10,10,0,10,0,8,10,0,0,0,0,0,0,0,0,0,5,2,10,0,0,0,0,0,0,0,0,0,0,5,26,1,5,5,5,5,25,55,57,0,1
0,0,1,26,10,26,1,76,25,76,0,0,10,10,10,0,0,10,10,0,10,0,5,10,0,0,0,0,0,0,0,0,0,2,3,10,0,0,0,0,0,0,0,0,0,0,5,25,1,5,5,4,4,26,52,55,0,1
0,0,2,25,10,26,1,78,26,78,0,0,10,10,10,0,0,10,8,0,10,0,6,10,0,0,0,0,0,0,0,0,0,2,5,10,0,0,0,0,0,0,0,0,0,0,5,26,2,5,5,5,5,25,49,56,0,1
0,0,1,26,10,25,1,77,26,77,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,1,10,0,0,0,0,0,0,0,0,0,0,5,26,1,5,5,5,5,26,56,57,0,1
0,0,2,26,10,26,1,76,26,76,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,5,25,2,5,5,5,5,26,58,57,0,1
0,0,1,25,10,25,1,78,25,77,0,0,10,10,10,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,5,26,1,5,5,5,5,25,55,55,0,1
0,0,0,26,10,26,1,77,26,77,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,0,5,25,0,5,5,5,5,26,51,57,0,1
0,0,1,26,10,26,1,76,25,77,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,4,10,0,0,0,0,0,0,0,0,0,0,5,26,1,5,5,5,5,26,56,55,0,1
0,0,1,25,10,25,1,75,25,75,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,2,4,10,0,0,0,0,0,0,0,0,0,0,5,25,1,5,5,5,5,25,58,55,0,1
0,0,1,26,10,26,1,79,27,79,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,2,10,0,0,0,0,0,0,0,0,0,0,5,26,1,5,5,5,5,26,56,57,0,1
0,0,0,26,10,26,1,77,25,77,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,5,26,0,5,5,5,5,26,52,55,0,1
0,0,1,25,10,25,1,78,26,77,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,2,10,0,0,0,0,0,0,0,0,0,0,5,25,1,5,5,5,5,25,54,57,0,1
0,0,1,26,10,26,1,76,26,77,0,0,10,10,10,0,0,10,10,0,10,0,5,10,0,0,0,0,0,0,0,0,0,6,2,10,0,0,0,0,0,0,0,0,0,0,5,26,1,6,6,5,5,26,59,56,0,1
0,0,1,25,10,26,1,77,25,77,0,0,10,10,10,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,5,25,1,5,5,5,5,26,53,56,0,1
0,0,1,26,10,25,1,77,26,77,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,5,26,1,5,5,5,5,25,58,57,0,1
0,0,1,25,10,26,1,76,25,76,0,0,10,10,10,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,5,2,10,0,0,0,0,0,0,0,0,0,0,5,26,1,5,5,5,5,26,53,55,0,1
0,0,0,26,10,25,1,78,26,78,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,5,26,0,5,5,5,5,25,52,57,0,1
0,0,1,26,10,26,1,77,26,77,0,0,10,10,10,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,0,5,26,1,5,5,5,5,26,57,57,0,1
0,0,2,25,10,26,1,76,25,76,0,0,10,10,10,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,4,2,10,0,0,0,0,0,0,0,0,0,0,5,25,2,5,5,5,5,25,52,55,0,1
0,0,1,26,10,25,1,78,26,78,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,2,4,10,0,0,0,0,0,0,0,0,0,0,5,26,1,5,5,4,4,26,51,56,0,1
0,0,1,26,10,26,1,75,26,76,0,0,2,2,2,0,0,2,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,1,5,10,0,0,0,0,0,0,0,0,0,0,5,26,1,5,5,5,5,26,55,57,0,1
0,0,2,26,10,26,1,78,25,77,0,0,0,0,0,0,0,0,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,5,25,2,5,5,5,5,26,49,55,0,1
0,0,1,25,10,25,1,78,26,77,0,0,4,4,4,0,0,4,12,1,11,0,7,10,0,0,0,0,0,0,0,0,1,0,8,10,0,0,0,0,0,0,0,0,0,1,7,25,1,7,7,5,5,25,59,57,0,1
0,0,1,26,9,26,1,76,26,76,0,0,9,9,9,0,0,9,10,0,10,0,5,10,0,0,0,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,0,5,27,1,5,5,5,5,26,57,57,0,1
0,0,1,25,11,26,1,77,25,78,0,0,10,11,11,0,0,11,10,0,10,0,5,10,0,0,0,0,0,0,0,0,0,4,3,11,0,0,0,0,0,0,0,0,0,0,5,24,1,5,5,5,5,26,53,55,0,1
0,0,0,26,10,25,1,78,26,77,0,0,11,10,10,0,0,10,8,0,10,0,5,10,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,5,26,0,5,5,4,4,25,46,55,0,1
0,0,1,26,10,26,1,76,26,76,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,6,1,10,0,0,0,0,0,0,0,0,0,0,5,26,1,5,5,5,5,26,57,58,0,1
0,0,1,25,10,25,1,77,25,78,0,0,10,10,10,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,5,1,10,0,0,0,0,0,0,0,0,0,0,5,26,1,5,5,5,5,25,49,55,0,1
0,0,1,26,9,26,1,77,26,77,0,0,9,9,9,0,0,10,10,0,10,0,8,10,0,0,0,0,0,0,0,0,0,3,2,9,0,0,0,0,0,0,0,0,0,0,5,25,1,5,5,5,5,26,59,57,0,1
0,0,2,26,11,26,1,76,25,76,0,0,11,11,11,0,0,10,10,0,10,0,5,10,0,0,0,0,0,0,0,0,0,1,7,11,0,0,0,0,0,0,0,0,0,0,5,26,2,5,5,5,5,26,57,54,0,0
0,0,3,25,10,25,1,78,26,78,0,0,10,10,10,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,3,2,10,0,0,0,0,0,0,0,0,0,0,5,26,3,5,5,5,5,25,55,58,0,1
0,0,0,26,10,26,1,77,26,76,0,0,10,10,10,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,5,25,0,5,5,5,5,26,56,57,0,1
0,0,1,26,10,26,1,76,25,77,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,5,2,10,0,0,0,0,0,0,0,0,0,0,5,26,1,5,5,5,5,26,55,54,0,1
0,0,1,25,10,25,1,77,26,77,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,5,2,10,0,0,0,0,0,0,0,0,0,0,5,26,1,5,5,5,5,25,55,58,0,1
0,0,1,26,10,26,1,77,26,77,0,0,10,10,10,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,5,2,10,0,0,0,0,0,0,0,0,0,0,5,26,1,5,5,5,5,26,55,57,0,1
0,0,1,25,10,26,1,77,25,77,0,0,10,10,10,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,4,2,10,0,0,0,0,0,0,0,0,0,0,5,25,1,5,5,5,5,25,55,55,0,1
0,0,1,26,10,25,1,76,26,76,0,0,10,10,10,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,5,26,1,5,5,5,5,26,54,57,0,1
0,0,0,26,10,26,1,77,25,77,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,5,25,0,5,5,5,5,26,51,54,0,1
0,0,2,25,9,26,1,78,26,78,0,0,9,9,9,0,0,10,10,0,10,0,8,10,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,5,26,2,5,5,5,5,25,53,57,0,1
0,0,3,26,11,25,1,76,26,76,0,0,11,11,11,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,3,4,11,0,0,0,0,0,0,0,0,0,0,5,25,3,5,5,5,5,26,58,57,0,1
0,0,0,26,10,26,1,77,25,76,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,5,26,0,5,5,5,5,26,55,55,0,1
0,0,1,25,10,25,1,77,26,78,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,5,1,10,0,0,0,0,0,0,0,0,0,0,5,26,1,5,5,5,5,25,52,57,0,1
0,0,1,26,9,26,1,76,25,76,0,0,9,9,9,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,0,5,25,1,5,5,5,4,26,49,57,0,1
0,0,1,25,11,25,1,78,26,77,0,0,11,11,11,0,0,10,10,0,10,0,5,10,0,0,0,0,0,0,0,0,0,4,2,10,0,0,0,0,0,0,0,0,0,0,5,26,1,5,5,5,5,25,58,55,0,1
0,0,1,26,10,26,1,77,26,78,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,2,11,0,0,0,0,0,0,0,0,0,0,5,26,1,5,5,5,6,26,57,57,0,1
0,0,1,26,10,26,1,76,26,76,0,0,10,10,10,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,5,25,1,5,5,4,4,26,58,57,0,1
0,0,1,25,10,26,1,78,25,78,0,0,10,10,10,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,5,2,10,0,0,0,0,0,0,0,0,0,0,5,26,1,5,5,5,5,26,47,55,0,1
0,0,1,26,10,25,1,78,26,78,0,0,10,10,10,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,0,5,25,1,5,5,5,5,25,55,57,0,1
0,0,1,26,10,26,1,76,26,75,0,0,10,10,10,0,0,10,10,0,10,0,8,10,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,5,26,1,5,5,5,5,26,54,57,0,1
0,0,1,25,10,25,1,76,25,77,0,0,10,10,10,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,5,26,1,5,5,5,5,25,57,55,0,1
0,0,1,26,10,26,1,79,26,79,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,5,25,1,5,5,5,5,26,56,57,0,1
0,0,0,25,10,26,1,74,25,74,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,5,2,10,0,0,0,0,0,0,0,0,0,0,5,26,0,5,5,5,5,25,54,55,0,1
0,0,1,26,10,26,1,79,26,79,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,5,26,1,5,5,5,5,26,56,57,0,1
0,0,1,26,10,25,1,76,26,76,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,5,26,1,5,5,5,5,26,53,57,0,1
0,0,1,26,10,26,1,77,25,77,0,0,10,10,10,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,4,2,9,0,0,0,0,0,0,0,0,0,0,5,25,1,5,5,5,5,26,54,56,0,1
0,0,1,25,10,25,1,76,26,76,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,5,2,11,0,0,0,0,0,0,0,0,0,0,5,25,1,5,5,5,5,25,51,56,0,1
0,0,1,26,9,26,1,78,26,78,0,0,9,9,9,0,0,9,10,0,10,0,5,10,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,5,27,1,5,5,5,5,26,57,57,0,1
0,0,2,26,10,26,1,77,25,77,0,0,10,10,10,0,0,11,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,5,1,10,0,0,0,0,0,0,0,0,0,0,5,24,2,5,5,5,5,26,54,55,0,1
0,0,1,25,11,25,1,78,26,78,0,0,11,11,11,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,5,2,10,0,0,0,0,0,0,0,0,0,0,5,26,1,5,5,5,5,25,55,57,0,1
0,0,1,26,10,26,1,76,26,76,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,3,11,0,0,0,0,0,0,0,0,0,0,5,27,1,5,5,5,5,26,58,57,0,1
0,0,1,26,10,26,1,77,25,77,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,5,1,10,0,0,0,0,0,0,0,0,0,0,5,25,1,5,5,5,5,26,51,55,0,1
0,0,0,25,10,25,1,78,26,77,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,5,26,0,5,5,5,5,25,54,57,0,1
0,0,1,26,10,26,1,75,26,76,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,5,2,10,0,0,0,0,0,0,0,0,0,0,5,25,1,5,5,5,5,26,55,57,0,1
