Counter(/execute_trajectory/feedback),Counter(/execute_trajectory/goal),Counter(/execute_trajectory/result),Counter(/execute_trajectory/status),Counter(/franka_control/error_recovery/status),Counter(/franka_gripper/grasp/goal),Counter(/franka_gripper/grasp/result),Counter(/franka_gripper/grasp/status),Counter(/franka_gripper/gripper_action/status),Counter(/franka_gripper/homing/status),Counter(/franka_gripper/joint_states),Counter(/franka_gripper/move/goal),Counter(/franka_gripper/move/result),Counter(/franka_gripper/move/status),Counter(/franka_gripper/stop/status),Counter(/franka_state_controller/F_ext),Counter(/franka_state_controller/franka_states),Counter(/franka_state_controller/joint_states),Counter(/franka_state_controller/joint_states_desired),Counter(/joint_states),Counter(/joint_states_desired),Counter(/move_group/display_planned_path),Counter(/move_group/feedback),Counter(/move_group/goal),Counter(/move_group/monitored_planning_scene),Counter(/move_group/ompl/parameter_descriptions),Counter(/move_group/ompl/parameter_updates),Counter(/move_group/plan_execution/parameter_descriptions),Counter(/move_group/plan_execution/parameter_updates),Counter(/move_group/planning_scene_monitor/parameter_descriptions),Counter(/move_group/planning_scene_monitor/parameter_updates),Counter(/move_group/result),Counter(/move_group/sense_for_plan/parameter_descriptions),Counter(/move_group/sense_for_plan/parameter_updates),Counter(/move_group/status),Counter(/move_group/trajectory_execution/parameter_descriptions),Counter(/move_group/trajectory_execution/parameter_updates),Counter(/pickup/status),Counter(/place/status),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/feedback),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/goal),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/result),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/status),Counter(/position_joint_trajectory_controller/state),Counter(/rosout),Counter(/rosout_agg),Counter(/statistics),Counter(/tf),Counter(/tf_static)
4,9,6,47,36,1,1,103,103,102,93,0,0,95,102,112,112,113,119,109,101,10,8,1,80,1,1,1,1,1,1,3,1,1,27,1,1,103,68,116,3,4,100,125,71,50,111,121,1
2,1,1,2,3,0,0,2,2,3,7,0,0,0,3,16,10,19,15,21,29,1,2,1,3,0,0,0,0,0,0,1,0,0,5,0,0,2,2,4,1,0,9,25,9,8,14,56,0
0,0,0,4,2,0,0,2,3,3,5,0,0,0,2,8,16,12,15,15,15,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,3,3,10,0,0,3,22,0,1,9,16,0
0,0,0,3,0,0,0,2,0,2,4,0,0,0,3,21,7,16,6,15,15,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,2,7,0,0,1,27,0,0,5,49,0
0,0,0,3,5,0,0,4,5,3,6,0,0,0,2,9,15,15,21,11,12,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,3,3,9,0,0,4,11,0,0,9,24,0
1,0,1,3,3,0,0,2,2,2,9,0,0,0,3,12,28,12,6,19,18,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,3,32,3,3,10,29,0
0,0,0,3,2,0,0,2,3,3,4,0,0,0,0,23,9,15,23,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,3,5,0,0,2,0,0,0,8,37,0
0,0,0,1,3,0,0,3,2,2,5,0,0,19,5,11,0,17,15,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2,0,0,0,3,54,0,0,8,29,0
0,0,0,0,2,0,0,3,3,1,11,0,0,2,2,0,22,12,12,25,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,1,28,0,0,5,23,0
0,0,0,0,3,0,0,2,2,0,6,0,0,2,3,26,23,18,19,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,4,4,0,0,9,34,0
0,0,0,0,2,0,0,3,3,0,6,1,0,4,1,0,19,15,5,16,15,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,0,0,3,43,1,3,9,25,0
1,1,0,0,3,0,0,2,2,9,0,0,0,3,4,29,15,5,19,15,11,1,1,0,3,0,0,0,0,0,0,1,0,0,5,0,0,2,0,5,1,0,2,28,6,3,12,36,0
0,0,0,0,2,0,0,2,3,3,19,0,0,3,2,0,6,0,17,5,9,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,2,0,13,0,0,4,11,0,1,9,28,0
0,0,0,0,2,0,0,3,0,2,4,0,1,3,0,27,9,31,14,1,25,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,3,9,10,0,0,2,38,0,0,8,15,0
0,0,0,0,0,0,0,3,5,3,7,0,0,1,0,15,0,5,14,38,11,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,3,3,6,0,0,3,26,0,0,7,47,0
0,0,0,0,6,0,0,2,2,2,0,0,0,4,0,13,23,0,19,16,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,2,1,0,0,2,25,0,0,5,24,0
