Counter(/execute_trajectory/feedback),Counter(/execute_trajectory/goal),Counter(/execute_trajectory/result),Counter(/execute_trajectory/status),Counter(/franka_control/error_recovery/status),Counter(/franka_gripper/grasp/goal),Counter(/franka_gripper/grasp/result),Counter(/franka_gripper/grasp/status),Counter(/franka_gripper/gripper_action/status),Counter(/franka_gripper/homing/status),Counter(/franka_gripper/joint_states),Counter(/franka_gripper/move/goal),Counter(/franka_gripper/move/result),Counter(/franka_gripper/move/status),Counter(/franka_gripper/stop/status),Counter(/franka_state_controller/F_ext),Counter(/franka_state_controller/franka_states),Counter(/franka_state_controller/joint_states),Counter(/franka_state_controller/joint_states_desired),Counter(/joint_states),Counter(/joint_states_desired),Counter(/move_group/display_planned_path),Counter(/move_group/feedback),Counter(/move_group/goal),Counter(/move_group/monitored_planning_scene),Counter(/move_group/ompl/parameter_descriptions),Counter(/move_group/ompl/parameter_updates),Counter(/move_group/plan_execution/parameter_descriptions),Counter(/move_group/plan_execution/parameter_updates),Counter(/move_group/planning_scene_monitor/parameter_descriptions),Counter(/move_group/planning_scene_monitor/parameter_updates),Counter(/move_group/result),Counter(/move_group/sense_for_plan/parameter_descriptions),Counter(/move_group/sense_for_plan/parameter_updates),Counter(/move_group/status),Counter(/move_group/trajectory_execution/parameter_descriptions),Counter(/move_group/trajectory_execution/parameter_updates),Counter(/pickup/status),Counter(/place/status),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/feedback),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/goal),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/result),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/status),Counter(/position_joint_trajectory_controller/state),Counter(/rosout),Counter(/rosout_agg),Counter(/statistics),Counter(/tf),Counter(/tf_static)
4,6,5,42,24,1,1,102,99,100,60,0,0,68,103,102,129,118,118,117,115,7,4,1,64,1,1,1,1,1,1,2,1,1,20,1,1,101,44,108,1,2,102,125,53,40,111,113,1
0,0,0,1,2,0,0,3,3,4,1,0,0,3,2,19,13,15,11,18,8,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,3,3,8,1,0,3,20,0,0,9,15,0
0,0,0,4,2,0,0,2,2,1,6,0,0,0,3,18,9,5,7,12,22,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,2,4,0,0,0,3,3,0,0,7,20,0
1,0,1,3,3,0,0,3,3,4,12,0,0,0,2,0,22,5,26,15,16,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,3,2,18,0,1,3,0,3,3,9,77,0
0,0,0,3,3,0,0,2,2,3,7,0,0,0,3,34,11,0,13,16,15,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,3,0,0,0,7,20,0
0,0,0,1,1,0,0,3,2,1,8,0,0,10,2,5,0,44,17,18,15,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,0,2,103,0,0,7,41,0
0,0,0,3,4,0,0,2,3,4,6,0,0,2,3,20,33,10,15,15,7,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,11,0,0,8,23,0
0,0,0,3,2,0,0,3,1,2,7,0,0,3,1,9,15,21,9,15,14,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,2,33,0,0,4,21,0
0,0,0,2,3,0,0,1,4,3,2,0,0,2,0,16,0,13,20,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,31,0,0,7,42,0
0,0,0,0,2,0,0,4,2,2,6,0,0,2,6,0,30,10,4,14,15,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,2,2,0,0,0,2,16,0,0,12,12,0
0,0,0,0,3,0,0,1,3,2,11,0,0,2,3,38,9,0,25,9,13,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,34,0,0,4,42,0
0,0,0,0,2,0,0,4,1,0,9,0,0,4,2,15,20,0,10,21,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,25,0,0,3,26,0
0,0,0,10,2,0,0,2,4,6,6,0,0,2,3,10,7,0,19,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,2,0,0,0,0,25,0,0,7,13,0
0,0,0,3,3,0,0,3,0,2,6,0,0,3,2,12,22,0,15,34,17,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,6,25,0,0,11,57,0
0,0,0,3,3,0,0,2,4,3,7,0,0,2,1,0,15,0,13,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,6,0,0,0,1,1,0,0,3,30,0
0,0,0,2,2,0,0,3,4,2,6,0,0,2,0,32,15,0,5,9,14,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,0,0,0,4,48,5,4,9,31,0
1,1,0,1,2,0,0,2,2,3,5,0,0,2,0,7,7,106,24,21,18,1,1,0,3,0,0,0,0,0,0,1,0,0,3,0,0,3,2,7,1,0,4,13,2,3,11,25,0
0,0,0,5,3,0,0,3,0,2,3,0,0,4,9,23,15,15,14,12,16,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,2,2,11,0,0,2,38,0,0,12,31,0
0,0,0,3,1,0,0,2,5,3,7,0,0,2,3,17,18,20,13,16,15,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,2,4,10,0,0,2,24,0,0,7,18,0
0,0,0,2,4,0,0,2,3,1,12,0,0,3,2,10,0,13,17,17,13,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,3,2,8,0,1,2,24,0,1,4,44,0
1,0,1,3,2,0,0,2,2,2,8,0,0,1,0,14,0,5,17,15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,3,3,2,0,0,0,19,3,2,10,29,0
0,0,0,3,2,0,0,3,3,4,8,0,0,3,5,17,4,21,15,9,30,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,7,23,0,0,9,28,0
1,1,0,4,4,0,0,3,2,3,0,0,0,0,3,14,39,18,6,0,13,1,1,1,2,0,0,0,0,0,0,0,0,0,2,0,0,3,3,0,0,0,3,0,5,5,6,31,0
0,0,0,1,2,0,0,3,3,2,14,0,0,6,2,19,14,14,0,0,19,0,1,0,2,0,0,0,0,0,0,1,0,0,5,0,0,2,2,9,1,0,3,60,2,2,6,26,0
0,0,0,4,3,0,0,0,2,2,5,0,0,1,2,14,6,17,38,50,14,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,0,0,3,23,0,0,7,33,0
0,0,0,2,2,0,0,5,1,3,2,0,0,4,3,16,24,8,7,15,12,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,2,16,0,0,2,25,0,0,9,31,0
0,0,0,3,2,0,0,1,4,3,0,0,0,1,3,15,10,20,22,16,16,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,2,3,0,0,1,4,21,1,1,12,21,0
2,1,1,2,3,0,0,3,3,2,0,0,0,4,1,8,19,13,0,14,18,1,2,1,2,0,0,0,0,0,0,1,0,0,4,0,0,3,2,10,1,0,3,0,9,9,11,18,0
0,0,0,4,3,0,0,3,1,2,0,0,0,1,4,21,10,14,21,15,14,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,3,3,17,0,0,3,53,0,0,4,43,0
0,0,0,3,2,0,0,3,3,0,0,0,0,4,2,15,19,16,16,10,16,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,1,4,0,0,2,20,0,0,7,30,0
1,0,1,4,3,0,0,2,2,0,0,0,0,2,1,10,14,16,16,21,14,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,3,4,6,0,1,4,0,2,3,5,28,0
0,0,0,2,1,0,0,2,4,0,0,0,0,3,4,19,15,0,20,15,13,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,1,5,0,0,2,33,1,0,8,35,0
0,0,0,3,4,0,0,3,2,11,48,1,0,1,3,15,7,30,15,8,18,1,2,1,1,0,0,0,0,0,0,1,0,0,2,0,0,3,4,0,0,0,3,48,5,6,9,24,0
0,0,0,2,2,0,0,3,2,1,6,0,0,5,2,12,16,15,14,22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,0,2,24,1,0,5,30,0
0,0,0,3,3,0,0,2,3,4,8,0,1,2,2,14,20,13,15,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,2,0,0,0,2,20,0,0,12,37,0
0,0,0,2,2,0,0,3,2,2,7,0,0,4,3,18,7,13,15,15,18,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,3,0,0,0,4,17,0
1,1,0,3,2,0,0,0,3,3,7,0,0,2,3,11,22,14,2,19,15,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,3,6,2,1,0,4,0,0,1,9,40,0
0,0,0,3,3,0,0,0,3,2,12,0,0,3,2,10,0,17,26,12,15,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,2,2,15,0,0,2,57,1,0,7,28,0
0,0,0,3,3,0,0,7,2,3,9,0,0,2,3,23,16,13,6,18,13,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,3,3,10,0,0,3,0,0,0,9,32,0
0,0,0,2,2,0,0,3,3,2,6,0,0,3,2,5,29,16,22,8,12,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,2,10,0,0,2,48,0,0,4,34,0
0,0,0,3,3,0,0,2,2,3,6,0,0,2,3,24,9,13,14,15,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,3,10,0,0,3,37,0,0,10,20,0
1,0,1,0,2,0,0,3,3,2,7,0,0,1,0,15,17,9,18,19,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,1,3,25,3,1,3,16,0
0,0,0,6,3,0,0,2,1,3,5,0,0,4,2,11,18,0,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,4,3,0,0,0,1,40,0,2,10,51,0
0,0,0,2,1,0,0,3,4,2,3,0,0,3,5,8,16,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,3,26,0,0,6,26,0
0,0,0,2,4,0,0,2,2,3,0,0,0,0,3,25,5,10,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,3,0,0,0,3,19,0,0,3,31,0
