Counter(/execute_trajectory/feedback),Counter(/execute_trajectory/goal),Counter(/execute_trajectory/result),Counter(/execute_trajectory/status),Counter(/franka_control/error_recovery/status),Counter(/franka_gripper/grasp/goal),Counter(/franka_gripper/grasp/result),Counter(/franka_gripper/grasp/status),Counter(/franka_gripper/gripper_action/status),Counter(/franka_gripper/homing/status),Counter(/franka_gripper/joint_states),Counter(/franka_gripper/move/goal),Counter(/franka_gripper/move/result),Counter(/franka_gripper/move/status),Counter(/franka_gripper/stop/status),Counter(/franka_state_controller/F_ext),Counter(/franka_state_controller/franka_states),Counter(/franka_state_controller/joint_states),Counter(/franka_state_controller/joint_states_desired),Counter(/joint_states),Counter(/joint_states_desired),Counter(/move_group/display_planned_path),Counter(/move_group/feedback),Counter(/move_group/goal),Counter(/move_group/monitored_planning_scene),Counter(/move_group/ompl/parameter_descriptions),Counter(/move_group/ompl/parameter_updates),Counter(/move_group/plan_execution/parameter_descriptions),Counter(/move_group/plan_execution/parameter_updates),Counter(/move_group/planning_scene_monitor/parameter_descriptions),Counter(/move_group/planning_scene_monitor/parameter_updates),Counter(/move_group/result),Counter(/move_group/sense_for_plan/parameter_descriptions),Counter(/move_group/sense_for_plan/parameter_updates),Counter(/move_group/status),Counter(/move_group/trajectory_execution/parameter_descriptions),Counter(/move_group/trajectory_execution/parameter_updates),Counter(/pickup/status),Counter(/place/status),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/feedback),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/goal),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/result),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/status),Counter(/position_joint_trajectory_controller/state),Counter(/rosout),Counter(/rosout_agg),Counter(/statistics),Counter(/tf),Counter(/tf_static)
3,5,4,31,27,1,0,99,102,102,72,0,0,88,103,106,114,114,112,100,115,6,4,0,68,1,1,1,1,1,1,1,1,1,16,1,1,102,54,100,1,2,106,134,47,33,107,118,1
0,0,0,3,0,0,1,2,3,2,5,0,0,3,2,17,15,10,14,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,3,2,0,0,0,2,26,0,0,6,53,0
1,1,0,3,5,0,0,4,2,3,10,0,0,3,3,8,14,18,14,52,18,1,2,1,2,0,0,0,0,0,0,1,0,0,5,0,0,3,1,2,1,0,4,20,6,7,11,23,0
0,0,0,3,2,0,0,3,1,1,12,0,0,3,2,27,15,16,15,11,17,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,4,10,0,0,2,0,1,0,6,33,0
0,0,0,2,3,0,0,2,4,4,8,0,0,2,3,15,15,15,14,17,15,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,3,5,0,0,3,51,0,0,10,31,0
0,0,0,3,2,0,0,3,3,2,0,0,0,3,2,15,15,15,0,16,13,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,2,7,0,0,2,18,0,0,4,19,0
1,0,0,2,3,0,0,2,2,3,5,0,0,2,3,9,15,15,33,16,15,1,2,1,1,0,0,0,0,0,0,1,0,0,5,0,0,3,3,10,0,1,3,32,9,9,21,26,0
1,1,1,5,2,0,0,3,3,2,17,0,0,3,2,11,2,14,15,15,17,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,1,0,0,29,1,1,6,40,0
0,0,0,2,3,0,0,2,2,3,4,0,0,2,3,0,24,15,10,12,15,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,4,4,6,0,0,7,25,0,0,8,17,0
0,0,0,2,2,0,0,3,3,2,11,0,0,3,2,33,17,5,16,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,2,2,14,0,0,2,14,0,0,7,44,0
