Counter(/execute_trajectory/feedback),Counter(/execute_trajectory/goal),Counter(/execute_trajectory/result),Counter(/execute_trajectory/status),Counter(/franka_control/error_recovery/status),Counter(/franka_gripper/grasp/goal),Counter(/franka_gripper/grasp/result),Counter(/franka_gripper/grasp/status),Counter(/franka_gripper/gripper_action/status),Counter(/franka_gripper/homing/status),Counter(/franka_gripper/joint_states),Counter(/franka_gripper/move/goal),Counter(/franka_gripper/move/result),Counter(/franka_gripper/move/status),Counter(/franka_gripper/stop/status),Counter(/franka_state_controller/F_ext),Counter(/franka_state_controller/franka_states),Counter(/franka_state_controller/joint_states),Counter(/franka_state_controller/joint_states_desired),Counter(/joint_states),Counter(/joint_states_desired),Counter(/move_group/display_planned_path),Counter(/move_group/feedback),Counter(/move_group/goal),Counter(/move_group/monitored_planning_scene),Counter(/move_group/ompl/parameter_descriptions),Counter(/move_group/ompl/parameter_updates),Counter(/move_group/plan_execution/parameter_descriptions),Counter(/move_group/plan_execution/parameter_updates),Counter(/move_group/planning_scene_monitor/parameter_descriptions),Counter(/move_group/planning_scene_monitor/parameter_updates),Counter(/move_group/result),Counter(/move_group/sense_for_plan/parameter_descriptions),Counter(/move_group/sense_for_plan/parameter_updates),Counter(/move_group/status),Counter(/move_group/trajectory_execution/parameter_descriptions),Counter(/move_group/trajectory_execution/parameter_updates),Counter(/pickup/status),Counter(/place/status),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/feedback),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/goal),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/result),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/status),Counter(/position_joint_trajectory_controller/state),Counter(/rosout),Counter(/rosout_agg),Counter(/statistics),Counter(/tf),Counter(/tf_static)
0,0,0,0,3,0,0,2,1,2,5,0,0,2,3,18,14,24,15,24,25,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,1,8,0,0,3,34,0,0,4,26,0
1,0,1,7,2,0,0,3,3,3,8,0,0,3,1,13,14,12,17,23,12,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,1,3,16,2,1,12,32,0
0,0,0,2,3,0,0,2,3,2,6,0,0,2,0,14,12,10,5,12,14,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,0,0,3,13,1,2,2,24,0
0,0,0,2,2,0,0,3,3,2,5,0,0,3,2,14,12,0,22,7,17,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,2,2,0,0,8,36,0
0,0,0,3,2,0,0,2,0,4,8,0,0,2,0,19,12,36,7,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,3,1,0,0,0,3,71,0,0,7,34,0
1,1,0,4,3,0,0,3,5,2,6,0,0,3,9,16,24,16,12,0,13,1,2,1,3,0,0,0,0,0,0,1,0,0,4,0,0,2,0,0,1,0,3,19,7,6,17,24,0
0,0,0,2,3,0,0,2,2,3,9,0,0,1,3,10,2,14,24,56,13,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,3,6,14,0,0,3,25,0,1,10,34,0
0,0,0,2,2,0,0,3,3,2,8,0,0,4,2,19,0,14,14,8,19,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,9,0,0,2,20,0,0,6,25,0
0,0,0,3,3,0,0,2,2,3,5,0,0,2,3,15,0,16,20,15,11,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,3,2,10,0,0,3,33,0,0,6,22,0
2,1,1,2,2,0,0,3,3,2,7,0,0,1,1,15,11,8,12,4,12,0,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,2,6,6,1,1,2,0,10,10,10,44,0
0,0,0,5,3,0,0,2,2,1,7,0,0,4,2,11,21,21,16,28,0,1,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,3,3,10,0,0,5,53,0,0,5,28,0
0,0,0,1,2,0,0,3,3,4,4,0,0,2,3,15,4,14,10,20,32,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,9,0,0,2,22,0,0,5,26,0
0,0,0,3,3,0,0,2,2,2,10,0,0,3,4,7,6,14,17,16,18,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,5,3,11,0,0,3,28,0,0,9,32,0
1,0,1,5,2,0,0,3,2,3,6,0,0,3,2,24,10,7,8,9,6,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,0,1,0,6,3,3,9,26,0
0,0,0,2,2,0,0,1,3,2,2,0,0,2,1,15,11,20,19,21,26,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,3,4,0,0,0,6,15,0,0,9,25,0
0,0,0,3,3,0,0,4,3,0,0,0,0,3,4,16,2,19,21,13,15,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,0,0,54,0,0,6,42,0
1,1,0,3,3,0,0,1,2,0,19,1,0,3,3,2,20,15,10,16,13,1,2,1,2,0,0,0,0,0,0,1,0,0,5,0,0,3,3,5,1,0,6,25,7,1,10,23,0
0,0,0,3,2,0,0,4,3,0,1,0,0,3,2,7,34,9,19,14,17,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,24,0,6,5,25,0
0,0,0,2,3,0,0,2,2,11,2,0,1,3,3,35,15,19,0,17,13,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,3,3,20,0,0,4,23,0,0,9,29,0
0,0,0,1,0,0,0,3,3,2,12,0,0,3,2,13,14,16,28,15,13,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,2,10,0,0,2,25,0,0,3,36,0
0,0,0,4,5,0,0,2,2,3,12,0,0,2,3,16,15,14,13,12,19,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,3,3,11,0,0,3,27,0,0,9,35,0
1,0,1,1,2,0,0,3,3,2,6,0,0,3,1,3,15,13,8,17,15,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,2,4,0,1,3,26,3,2,6,26,0
0,0,0,4,3,0,0,2,2,3,6,0,0,2,4,14,13,9,25,13,14,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,1,0,0,0,3,19,0,1,9,25,0
0,0,0,2,1,0,0,3,3,2,2,0,0,2,1,17,10,20,13,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,0,0,0,2,15,0,0,5,13,0
