Counter(/execute_trajectory/feedback),Counter(/execute_trajectory/goal),Counter(/execute_trajectory/result),Counter(/execute_trajectory/status),Counter(/franka_control/error_recovery/status),Counter(/franka_gripper/grasp/goal),Counter(/franka_gripper/grasp/result),Counter(/franka_gripper/grasp/status),Counter(/franka_gripper/gripper_action/status),Counter(/franka_gripper/homing/status),Counter(/franka_gripper/joint_states),Counter(/franka_gripper/move/goal),Counter(/franka_gripper/move/result),Counter(/franka_gripper/move/status),Counter(/franka_gripper/stop/status),Counter(/franka_state_controller/F_ext),Counter(/franka_state_controller/franka_states),Counter(/franka_state_controller/joint_states),Counter(/franka_state_controller/joint_states_desired),Counter(/joint_states),Counter(/joint_states_desired),Counter(/move_group/display_planned_path),Counter(/move_group/feedback),Counter(/move_group/goal),Counter(/move_group/monitored_planning_scene),Counter(/move_group/ompl/parameter_descriptions),Counter(/move_group/ompl/parameter_updates),Counter(/move_group/plan_execution/parameter_descriptions),Counter(/move_group/plan_execution/parameter_updates),Counter(/move_group/planning_scene_monitor/parameter_descriptions),Counter(/move_group/planning_scene_monitor/parameter_updates),Counter(/move_group/result),Counter(/move_group/sense_for_plan/parameter_descriptions),Counter(/move_group/sense_for_plan/parameter_updates),Counter(/move_group/status),Counter(/move_group/trajectory_execution/parameter_descriptions),Counter(/move_group/trajectory_execution/parameter_updates),Counter(/pickup/status),Counter(/place/status),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/feedback),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/goal),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/result),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/status),Counter(/position_joint_trajectory_controller/state),Counter(/rosout),Counter(/rosout_agg),Counter(/statistics),Counter(/tf),Counter(/tf_static)
3,4,2,32,25,0,0,96,80,101,67,0,0,66,101,109,107,100,117,115,116,5,4,1,53,1,1,1,1,1,1,2,1,1,17,1,1,83,49,100,2,1,86,122,50,24,107,115,1
0,0,0,3,5,0,0,3,3,1,9,0,0,2,0,26,22,0,15,14,1,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,5,3,0,0,0,3,25,0,0,8,54,0
1,0,1,3,3,0,0,2,2,3,5,1,0,4,5,14,13,106,10,16,25,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,3,0,1,3,14,2,2,11,12,0
0,0,0,1,2,0,0,3,3,2,13,0,0,2,2,15,9,0,19,18,17,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,3,0,31,0,0,3,31,1,1,10,47,0
0,0,0,3,3,0,0,0,2,4,5,0,1,4,3,11,19,25,15,15,17,0,1,1,2,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,34,0,0,6,29,0
1,1,0,5,2,0,0,5,3,3,4,0,0,1,2,7,12,8,14,13,14,1,1,0,2,0,0,0,0,0,0,1,0,0,4,0,0,3,0,8,1,0,5,14,7,7,12,15,0
0,0,0,2,3,0,0,2,2,2,5,0,0,3,3,24,0,21,12,17,11,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,9,0,0,3,35,0,0,8,47,0
0,0,0,3,2,0,0,3,3,2,10,0,0,3,2,17,30,19,16,13,20,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,2,21,0,0,7,28,0
0,0,0,2,2,0,0,1,2,3,5,0,0,3,1,14,0,12,17,13,15,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,6,0,10,0,0,3,28,0,0,6,21,0
0,0,0,3,3,0,0,4,3,3,6,0,0,2,4,12,25,16,0,19,15,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,3,0,10,0,0,3,7,0,0,10,25,0
