Counter(/execute_trajectory/feedback),Counter(/execute_trajectory/goal),Counter(/execute_trajectory/result),Counter(/execute_trajectory/status),Counter(/franka_control/error_recovery/status),Counter(/franka_gripper/grasp/goal),Counter(/franka_gripper/grasp/result),Counter(/franka_gripper/grasp/status),Counter(/franka_gripper/gripper_action/status),Counter(/franka_gripper/homing/status),Counter(/franka_gripper/joint_states),Counter(/franka_gripper/move/goal),Counter(/franka_gripper/move/result),Counter(/franka_gripper/move/status),Counter(/franka_gripper/stop/status),Counter(/franka_state_controller/F_ext),Counter(/franka_state_controller/franka_states),Counter(/franka_state_controller/joint_states),Counter(/franka_state_controller/joint_states_desired),Counter(/joint_states),Counter(/joint_states_desired),Counter(/move_group/display_planned_path),Counter(/move_group/feedback),Counter(/move_group/goal),Counter(/move_group/monitored_planning_scene),Counter(/move_group/ompl/parameter_descriptions),Counter(/move_group/ompl/parameter_updates),Counter(/move_group/plan_execution/parameter_descriptions),Counter(/move_group/plan_execution/parameter_updates),Counter(/move_group/planning_scene_monitor/parameter_descriptions),Counter(/move_group/planning_scene_monitor/parameter_updates),Counter(/move_group/result),Counter(/move_group/sense_for_plan/parameter_descriptions),Counter(/move_group/sense_for_plan/parameter_updates),Counter(/move_group/status),Counter(/move_group/trajectory_execution/parameter_descriptions),Counter(/move_group/trajectory_execution/parameter_updates),Counter(/pickup/status),Counter(/place/status),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/feedback),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/goal),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/result),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/status),Counter(/position_joint_trajectory_controller/state),Counter(/rosout),Counter(/rosout_agg),Counter(/statistics),Counter(/tf),Counter(/tf_static)
0,0,0,2,5,0,0,0,2,1,0,0,0,4,3,25,0,7,14,0,22,0,1,1,2,0,0,0,0,0,0,0,0,0,3,0,0,2,3,0,0,0,2,24,3,1,8,31,0
1,1,0,0,2,0,0,3,0,2,28,0,0,0,0,10,9,12,6,53,8,1,1,0,3,0,0,0,0,0,0,1,0,0,4,0,0,3,1,7,1,0,4,13,4,6,12,24,0
0,0,0,6,3,0,0,0,5,4,8,0,0,5,5,18,16,14,24,12,20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,9,0,0,2,38,0,0,8,37,0
0,0,0,1,1,0,0,7,3,2,5,0,0,2,2,16,29,21,12,19,17,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,3,4,13,0,0,3,13,0,0,7,15,0
0,0,0,0,4,0,0,2,0,3,9,0,0,3,3,13,8,16,18,15,12,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,2,8,0,1,1,23,1,1,5,38,0
1,0,1,8,1,0,0,3,3,3,2,0,0,2,2,7,6,16,12,6,15,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,3,2,2,0,0,5,36,2,2,5,31,0
0,0,0,2,4,0,0,0,4,2,10,0,0,3,3,7,30,17,13,24,18,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,2,3,0,0,0,2,15,0,0,11,34,0
0,0,0,3,1,0,0,5,3,3,9,0,0,2,2,32,15,15,19,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,2,37,0,0,6,29,0
1,1,0,3,4,0,0,2,2,2,2,0,0,3,3,5,12,8,15,0,27,1,2,1,3,0,0,0,0,0,0,0,0,0,6,0,0,1,1,6,1,0,4,25,7,7,10,10,0
0,0,0,1,2,0,0,3,3,3,6,0,0,2,2,0,17,5,14,36,18,0,0,0,2,0,0,0,0,0,0,1,0,0,3,0,0,3,4,7,0,0,3,25,0,0,7,44,0
0,0,0,0,3,0,0,1,2,2,8,0,0,3,3,37,9,0,14,16,15,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,2,26,0,0,9,35,0
0,0,0,2,1,0,0,3,2,3,9,0,0,2,1,7,17,0,6,17,9,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,2,4,0,0,0,3,25,0,0,5,25,0
1,0,1,8,3,0,0,3,2,2,14,0,0,2,4,22,17,56,24,15,21,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,6,2,23,0,1,3,25,1,3,10,35,0
0,0,0,3,3,0,0,3,4,3,8,0,0,3,2,12,16,19,15,15,13,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,1,11,2,0,3,29,0
1,1,0,3,3,0,0,2,1,1,4,0,0,1,3,0,15,9,6,15,12,1,2,1,2,0,0,0,0,0,0,1,0,0,4,0,0,2,2,0,1,0,5,38,5,5,8,24,0
0,0,0,3,2,0,0,2,4,4,4,0,0,0,2,35,7,17,21,14,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,2,26,2,0,8,31,0
0,0,0,1,3,0,0,3,1,2,6,0,0,7,3,5,1,18,15,16,34,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,2,2,11,0,0,0,25,0,0,9,36,0
0,0,0,2,1,0,0,3,3,3,0,0,0,0,1,22,36,12,6,6,16,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,3,11,0,1,7,18,1,1,6,22,0
1,0,1,5,4,0,0,2,0,2,17,0,0,5,4,0,14,18,14,20,11,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,5,1,1,0,0,2,0,2,1,11,37,0
0,0,0,3,2,0,0,3,0,3,6,0,0,2,2,31,15,14,24,19,6,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,56,0,3,9,23,0
0,0,0,2,3,0,0,2,0,2,7,0,0,3,3,15,0,3,11,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,2,25,0,0,5,37,0
1,1,0,4,2,0,0,1,0,3,10,1,0,3,0,6,16,22,18,10,17,1,2,1,4,0,0,0,0,0,0,1,0,0,0,0,0,3,3,6,0,0,4,24,2,7,9,24,0
0,0,0,0,3,0,0,3,0,2,9,0,0,3,5,16,28,15,18,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,2,2,9,1,0,2,21,5,0,4,11,0
0,0,0,0,2,0,0,4,0,3,6,0,1,1,2,18,10,19,10,0,28,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,1,17,0,0,8,52,0
0,0,0,0,3,0,0,2,0,2,4,0,0,0,3,15,9,15,14,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,2,15,0,0,3,0,0,0,6,29,0
0,0,0,10,2,0,0,2,0,3,6,0,0,7,2,18,25,14,20,0,26,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,2,3,15,0,0,4,0,0,0,8,8,0
1,0,1,3,3,0,0,3,0,2,6,0,0,1,3,14,15,14,14,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,3,2,5,0,1,1,60,3,3,6,23,0
0,0,0,2,2,0,0,2,0,3,2,0,0,4,2,13,15,16,10,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,1,0,0,0,4,53,0,0,5,10,0
0,0,0,3,3,0,0,3,0,2,8,0,0,3,2,15,15,13,17,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,0,0,0,3,10,0,0,11,38,0
0,0,0,3,2,0,0,2,0,3,5,0,0,0,3,11,14,13,17,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,2,39,0,0,5,47,0
0,0,0,2,3,0,0,3,0,2,2,0,0,5,3,17,13,5,13,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,3,24,0,0,3,35,0
0,0,0,3,2,0,0,3,36,3,10,0,0,2,0,10,8,28,17,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,5,3,0,0,0,3,27,0,0,3,45,0
