Counter(/execute_trajectory/feedback),Counter(/execute_trajectory/goal),Counter(/execute_trajectory/result),Counter(/execute_trajectory/status),Counter(/franka_control/error_recovery/status),Counter(/franka_gripper/grasp/goal),Counter(/franka_gripper/grasp/result),Counter(/franka_gripper/grasp/status),Counter(/franka_gripper/gripper_action/status),Counter(/franka_gripper/homing/status),Counter(/franka_gripper/joint_states),Counter(/franka_gripper/move/goal),Counter(/franka_gripper/move/result),Counter(/franka_gripper/move/status),Counter(/franka_gripper/stop/status),Counter(/franka_state_controller/F_ext),Counter(/franka_state_controller/franka_states),Counter(/franka_state_controller/joint_states),Counter(/franka_state_controller/joint_states_desired),Counter(/joint_states),Counter(/joint_states_desired),Counter(/move_group/display_planned_path),Counter(/move_group/feedback),Counter(/move_group/goal),Counter(/move_group/monitored_planning_scene),Counter(/move_group/ompl/parameter_descriptions),Counter(/move_group/ompl/parameter_updates),Counter(/move_group/plan_execution/parameter_descriptions),Counter(/move_group/plan_execution/parameter_updates),Counter(/move_group/planning_scene_monitor/parameter_descriptions),Counter(/move_group/planning_scene_monitor/parameter_updates),Counter(/move_group/result),Counter(/move_group/sense_for_plan/parameter_descriptions),Counter(/move_group/sense_for_plan/parameter_updates),Counter(/move_group/status),Counter(/move_group/trajectory_execution/parameter_descriptions),Counter(/move_group/trajectory_execution/parameter_updates),Counter(/pickup/status),Counter(/place/status),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/feedback),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/goal),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/result),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/status),Counter(/position_joint_trajectory_controller/state),Counter(/rosout),Counter(/rosout_agg),Counter(/statistics),Counter(/tf),Counter(/tf_static)
6,7,5,57,34,1,1,102,103,105,107,0,0,86,102,113,118,131,122,123,113,8,8,2,69,1,1,1,1,1,1,3,1,1,42,1,1,100,70,108,3,3,102,100,63,39,106,110,1
0,0,0,3,3,0,0,2,2,1,5,0,0,4,0,24,3,15,15,5,15,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,9,0,0,3,0,0,2,6,48,0
0,0,0,1,4,0,0,3,3,4,9,0,0,3,2,19,22,18,15,26,17,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,3,89,0,0,11,58,0
0,0,0,4,2,0,0,3,1,3,5,0,0,3,6,11,19,13,12,8,9,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,5,1,0,0,1,3,21,1,1,6,21,0
0,1,1,4,3,0,0,2,4,2,8,0,0,3,3,18,16,0,15,20,17,1,2,1,3,0,0,0,0,0,0,1,0,0,3,0,0,2,0,0,1,0,4,30,9,9,10,43,0
2,0,0,2,2,0,0,3,3,0,1,0,0,2,2,15,15,31,15,17,19,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,3,0,36,0,0,2,14,0,0,11,17,0
0,0,0,2,3,0,0,2,2,5,7,0,0,3,0,9,15,16,17,15,5,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,3,2,10,0,0,3,34,0,0,9,44,0
1,0,1,3,1,0,0,2,2,1,8,0,0,2,0,14,14,12,14,13,17,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,2,9,8,0,1,2,18,3,3,9,29,0
1,1,0,5,4,0,0,3,3,4,8,1,0,2,0,18,15,14,12,14,23,0,2,1,2,0,0,0,0,0,0,1,0,0,4,0,0,3,2,0,1,0,5,36,7,5,6,18,0
0,0,0,3,2,0,0,3,2,2,5,0,0,4,2,12,14,18,18,18,13,1,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,1,3,10,0,0,3,25,0,2,5,35,0
