Counter(/execute_trajectory/feedback),Counter(/execute_trajectory/goal),Counter(/execute_trajectory/result),Counter(/execute_trajectory/status),Counter(/franka_control/error_recovery/status),Counter(/franka_gripper/grasp/goal),Counter(/franka_gripper/grasp/result),Counter(/franka_gripper/grasp/status),Counter(/franka_gripper/gripper_action/status),Counter(/franka_gripper/homing/status),Counter(/franka_gripper/joint_states),Counter(/franka_gripper/move/goal),Counter(/franka_gripper/move/result),Counter(/franka_gripper/move/status),Counter(/franka_gripper/stop/status),Counter(/franka_state_controller/F_ext),Counter(/franka_state_controller/franka_states),Counter(/franka_state_controller/joint_states),Counter(/franka_state_controller/joint_states_desired),Counter(/joint_states),Counter(/joint_states_desired),Counter(/move_group/display_planned_path),Counter(/move_group/feedback),Counter(/move_group/goal),Counter(/move_group/monitored_planning_scene),Counter(/move_group/ompl/parameter_descriptions),Counter(/move_group/ompl/parameter_updates),Counter(/move_group/plan_execution/parameter_descriptions),Counter(/move_group/plan_execution/parameter_updates),Counter(/move_group/planning_scene_monitor/parameter_descriptions),Counter(/move_group/planning_scene_monitor/parameter_updates),Counter(/move_group/result),Counter(/move_group/sense_for_plan/parameter_descriptions),Counter(/move_group/sense_for_plan/parameter_updates),Counter(/move_group/status),Counter(/move_group/trajectory_execution/parameter_descriptions),Counter(/move_group/trajectory_execution/parameter_updates),Counter(/pickup/status),Counter(/place/status),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/feedback),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/goal),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/result),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/status),Counter(/position_joint_trajectory_controller/state),Counter(/rosout),Counter(/rosout_agg),Counter(/statistics),Counter(/tf),Counter(/tf_static)
6,7,5,49,30,1,1,103,104,103,65,0,0,98,102,104,63,136,105,116,118,9,8,1,76,1,1,1,1,1,1,3,1,0,19,1,1,102,78,107,4,3,101,110,73,50,107,115,1
0,0,0,2,3,0,0,2,1,3,6,0,0,2,3,20,15,8,20,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,3,14,0,0,4,41,0,0,8,53,0
1,0,1,4,2,0,0,3,4,2,10,0,0,3,2,15,6,12,18,17,14,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,2,2,2,0,1,3,12,3,3,13,31,0
0,0,0,2,3,0,0,2,2,2,6,0,0,2,3,10,14,19,11,16,15,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,25,0,0,8,15,0
0,0,0,3,1,0,0,3,3,0,7,0,0,3,0,19,24,13,16,17,15,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,2,29,0,0,8,29,0
1,1,0,3,4,0,0,2,2,6,9,0,0,2,5,10,15,16,14,14,18,1,2,1,2,0,0,0,0,0,0,1,0,0,3,0,0,4,3,6,1,0,4,35,7,5,13,41,0
0,0,0,3,2,0,0,3,2,2,5,0,0,3,1,17,14,20,16,16,15,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,2,1,7,0,0,1,25,0,2,9,30,0
0,0,0,2,3,0,0,2,3,3,4,0,0,2,4,13,8,13,9,14,15,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,3,4,13,0,0,4,23,0,0,8,33,0
0,0,0,0,2,0,0,2,3,2,7,0,0,3,2,19,21,19,23,16,14,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,2,10,0,0,2,20,0,0,6,30,0
2,1,1,7,0,0,0,2,1,3,5,0,0,2,3,15,15,11,16,2,15,1,2,1,3,0,0,0,0,0,0,1,0,0,6,0,0,3,3,5,0,1,5,32,8,9,12,30,0
0,0,0,0,5,0,0,4,0,2,12,0,0,3,2,9,15,13,10,0,16,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,2,8,1,0,2,21,2,1,7,16,0
0,0,0,5,3,0,0,2,6,3,8,0,0,2,3,7,15,17,17,0,15,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,3,1,9,0,0,3,27,0,0,11,32,0
0,0,0,2,2,0,0,3,2,2,4,0,0,3,2,28,12,15,14,57,12,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,13,0,1,3,25,1,0,8,38,0
1,0,1,4,3,0,0,2,3,3,9,0,0,2,3,14,0,17,12,16,17,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,0,0,3,9,2,3,9,30,0
1,1,0,4,0,0,0,3,3,2,7,1,0,4,2,15,32,15,15,8,12,1,2,1,2,0,0,0,0,0,0,1,0,0,4,0,0,2,2,3,1,0,3,42,7,7,9,29,0
0,0,0,2,0,0,0,2,2,3,7,0,0,2,3,10,9,11,12,20,16,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,3,2,10,0,0,3,21,0,0,6,28,0
0,0,0,1,7,0,0,3,3,2,9,0,1,4,2,19,15,14,23,8,18,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,0,0,2,26,0,0,5,30,0
0,0,0,4,3,0,0,2,2,3,7,0,0,2,3,7,15,19,5,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,2,27,0,0,9,31,0
0,0,0,3,2,0,0,3,3,2,9,0,0,1,2,0,0,15,24,19,17,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,2,3,0,0,0,3,27,0,0,5,21,0
1,0,1,3,3,0,0,2,1,3,7,0,0,4,3,31,34,11,15,12,8,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,3,7,0,1,4,24,3,3,14,36,0
0,0,0,1,1,0,0,3,4,2,11,0,0,3,2,17,15,0,13,15,13,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,3,2,0,0,0,2,22,0,0,8,32,0
