Counter(/execute_trajectory/feedback),Counter(/execute_trajectory/goal),Counter(/execute_trajectory/result),Counter(/execute_trajectory/status),Counter(/franka_control/error_recovery/status),Counter(/franka_gripper/grasp/goal),Counter(/franka_gripper/grasp/result),Counter(/franka_gripper/grasp/status),Counter(/franka_gripper/gripper_action/status),Counter(/franka_gripper/homing/status),Counter(/franka_gripper/joint_states),Counter(/franka_gripper/move/goal),Counter(/franka_gripper/move/result),Counter(/franka_gripper/move/status),Counter(/franka_gripper/stop/status),Counter(/franka_state_controller/F_ext),Counter(/franka_state_controller/franka_states),Counter(/franka_state_controller/joint_states),Counter(/franka_state_controller/joint_states_desired),Counter(/joint_states),Counter(/joint_states_desired),Counter(/move_group/display_planned_path),Counter(/move_group/feedback),Counter(/move_group/goal),Counter(/move_group/monitored_planning_scene),Counter(/move_group/ompl/parameter_descriptions),Counter(/move_group/ompl/parameter_updates),Counter(/move_group/plan_execution/parameter_descriptions),Counter(/move_group/plan_execution/parameter_updates),Counter(/move_group/planning_scene_monitor/parameter_descriptions),Counter(/move_group/planning_scene_monitor/parameter_updates),Counter(/move_group/result),Counter(/move_group/sense_for_plan/parameter_descriptions),Counter(/move_group/sense_for_plan/parameter_updates),Counter(/move_group/status),Counter(/move_group/trajectory_execution/parameter_descriptions),Counter(/move_group/trajectory_execution/parameter_updates),Counter(/pickup/status),Counter(/place/status),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/feedback),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/goal),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/result),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/status),Counter(/position_joint_trajectory_controller/state),Counter(/rosout),Counter(/rosout_agg),Counter(/statistics),Counter(/tf),Counter(/tf_static)
2,5,5,34,18,0,0,102,102,103,86,0,0,77,102,108,109,115,110,110,133,6,4,0,65,1,1,1,1,1,1,1,1,1,13,1,1,99,52,100,1,2,102,103,52,32,113,129,1
1,0,0,2,3,0,0,3,2,2,3,0,0,3,3,21,2,2,14,16,8,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,2,2,14,0,0,4,54,1,0,9,25,0
0,0,0,3,3,0,0,2,3,3,2,0,0,1,2,3,30,22,26,16,15,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,3,25,0,0,5,22,0
0,1,0,2,1,0,0,2,2,1,10,1,0,5,3,0,14,19,11,18,21,1,2,1,2,0,0,0,0,0,0,1,0,0,6,0,0,2,2,1,1,0,3,23,7,2,14,8,0
1,0,0,4,3,0,0,0,3,4,6,0,1,3,2,0,0,14,18,11,14,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,1,9,0,0,3,25,0,5,7,14,0
0,0,0,2,3,0,0,6,2,1,6,0,0,3,2,53,29,12,13,19,17,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,2,3,9,0,0,2,25,0,0,9,77,0
0,0,0,3,3,0,0,2,3,2,9,0,0,2,3,8,19,18,9,15,15,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,2,4,14,0,0,3,23,0,0,3,29,0
0,0,0,2,1,0,0,0,2,0,5,0,0,3,3,0,15,14,0,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2,2,0,0,2,25,0,0,11,32,0
0,0,1,2,4,0,0,4,3,7,2,0,0,2,2,39,12,17,37,11,11,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,4,3,16,0,1,3,29,3,3,11,30,0
1,0,0,4,2,0,0,4,2,2,9,0,0,2,3,15,3,3,13,18,15,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,3,25,0,0,6,13,0
