Counter(/execute_trajectory/feedback),Counter(/execute_trajectory/goal),Counter(/execute_trajectory/result),Counter(/execute_trajectory/status),Counter(/franka_control/error_recovery/status),Counter(/franka_gripper/grasp/goal),Counter(/franka_gripper/grasp/result),Counter(/franka_gripper/grasp/status),Counter(/franka_gripper/gripper_action/status),Counter(/franka_gripper/homing/status),Counter(/franka_gripper/joint_states),Counter(/franka_gripper/move/goal),Counter(/franka_gripper/move/result),Counter(/franka_gripper/move/status),Counter(/franka_gripper/stop/status),Counter(/franka_state_controller/F_ext),Counter(/franka_state_controller/franka_states),Counter(/franka_state_controller/joint_states),Counter(/franka_state_controller/joint_states_desired),Counter(/joint_states),Counter(/joint_states_desired),Counter(/move_group/display_planned_path),Counter(/move_group/feedback),Counter(/move_group/goal),Counter(/move_group/monitored_planning_scene),Counter(/move_group/ompl/parameter_descriptions),Counter(/move_group/ompl/parameter_updates),Counter(/move_group/plan_execution/parameter_descriptions),Counter(/move_group/plan_execution/parameter_updates),Counter(/move_group/planning_scene_monitor/parameter_descriptions),Counter(/move_group/planning_scene_monitor/parameter_updates),Counter(/move_group/result),Counter(/move_group/sense_for_plan/parameter_descriptions),Counter(/move_group/sense_for_plan/parameter_updates),Counter(/move_group/status),Counter(/move_group/trajectory_execution/parameter_descriptions),Counter(/move_group/trajectory_execution/parameter_updates),Counter(/pickup/status),Counter(/place/status),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/feedback),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/goal),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/result),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/status),Counter(/position_joint_trajectory_controller/state),Counter(/rosout),Counter(/rosout_agg),Counter(/statistics),Counter(/tf),Counter(/tf_static)
6,7,5,50,37,1,1,103,103,102,92,0,1,97,100,118,102,117,114,113,100,8,6,1,72,1,1,1,1,1,1,2,1,0,24,1,1,102,63,111,3,3,101,100,64,47,107,113,1
0,0,0,2,3,0,0,0,2,1,5,0,0,3,6,15,0,15,18,16,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,3,3,10,0,0,3,50,0,0,8,14,0
1,0,0,4,0,0,0,5,2,4,8,0,0,3,2,14,0,16,15,15,58,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,2,7,0,1,4,38,2,3,8,18,0
1,1,1,2,5,0,0,2,3,3,9,0,0,2,3,7,26,6,15,11,16,1,2,1,2,0,0,0,0,0,0,1,0,0,4,0,0,2,1,3,1,0,4,14,8,5,11,15,0
0,0,0,3,2,0,0,3,3,1,8,0,0,3,1,17,0,20,15,14,14,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,2,0,3,0,0,2,29,0,2,10,15,0
0,0,0,3,3,0,0,2,1,4,2,0,0,2,3,0,0,13,10,11,4,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,4,7,14,0,0,3,34,0,0,5,15,0
0,0,0,3,2,0,0,3,4,2,0,0,0,3,3,30,19,17,17,22,27,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,2,10,0,0,2,20,0,0,12,80,0
1,0,1,3,3,0,0,2,1,3,2,0,0,2,3,15,8,13,12,17,16,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,3,3,10,0,1,4,16,3,3,9,10,0
0,0,0,3,2,0,0,2,4,2,17,0,0,3,2,13,22,15,18,9,15,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,1,38,0,0,6,86,0
1,1,0,3,3,0,0,3,2,3,4,0,0,2,3,18,8,16,15,19,14,1,2,1,2,0,0,0,0,0,0,1,0,0,4,0,0,2,3,2,1,0,5,22,7,7,11,18,0
0,0,0,3,2,0,0,3,3,1,1,0,0,3,2,12,15,9,5,4,12,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,3,2,12,0,0,1,29,0,0,8,36,0
0,0,0,2,3,0,0,2,2,3,12,0,0,2,3,14,27,23,19,0,19,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,3,3,10,0,0,4,24,0,0,9,32,0
0,0,0,3,2,0,0,3,1,3,5,0,0,3,2,7,5,15,10,0,15,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,2,9,0,0,2,17,0,0,7,27,0
1,0,1,3,1,0,0,0,4,2,7,0,0,2,3,19,12,3,21,56,11,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,3,3,6,0,1,4,34,3,3,8,9,0
0,0,0,3,4,0,0,0,3,3,9,0,0,2,2,24,0,24,18,17,14,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,15,0,0,8,40,0
1,1,0,3,3,0,0,7,2,3,3,0,0,0,3,14,0,13,13,9,20,1,2,1,3,0,0,0,0,0,0,1,0,0,5,0,0,3,3,0,1,0,4,35,7,7,10,30,0
0,0,0,3,2,0,0,2,3,1,3,0,0,0,2,16,32,13,1,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,13,0,0,4,19,0,0,5,37,0
0,0,0,2,3,0,0,3,2,4,8,0,0,0,2,14,13,21,27,28,24,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,2,4,9,0,0,3,20,0,0,10,4,0
0,0,0,3,2,0,0,3,3,2,12,0,0,11,2,7,14,7,18,20,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,2,0,0,1,2,4,1,1,5,20,0
1,0,1,3,3,0,0,2,2,3,5,0,0,2,4,21,16,0,15,16,26,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,2,2,10,0,0,4,47,2,2,9,62,0
1,1,0,4,2,0,0,1,3,0,7,1,0,3,2,8,17,34,10,17,11,1,0,1,2,0,0,0,0,0,0,1,0,0,4,0,0,0,2,5,1,0,3,32,7,7,9,38,0
0,0,0,2,2,0,0,4,2,5,3,0,0,3,3,21,13,17,15,12,19,0,2,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,4,7,0,0,3,6,0,0,5,14,0
0,0,0,3,3,0,0,3,3,2,4,0,1,4,2,0,17,15,0,14,15,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,13,0,0,2,1,0,0,7,43,0
