Counter(/amcl/parameter_descriptions),Counter(/amcl/parameter_updates),Counter(/amcl_pose),Counter(/clock),Counter(/cmd_vel),Counter(/diagnostics),Counter(/imu),Counter(/joint_states),Counter(/map),Counter(/map_metadata),Counter(/move_base/DWAPlannerROS/cost_cloud),Counter(/move_base/DWAPlannerROS/global_plan),Counter(/move_base/DWAPlannerROS/local_plan),Counter(/move_base/DWAPlannerROS/parameter_descriptions),Counter(/move_base/DWAPlannerROS/parameter_updates),Counter(/move_base/DWAPlannerROS/trajectory_cloud),Counter(/move_base/NavfnROS/plan),Counter(/move_base/current_goal),Counter(/move_base/feedback),Counter(/move_base/global_costmap/costmap),Counter(/move_base/global_costmap/costmap_updates),Counter(/move_base/global_costmap/footprint),Counter(/move_base/global_costmap/inflation_layer/parameter_descriptions),Counter(/move_base/global_costmap/inflation_layer/parameter_updates),Counter(/move_base/global_costmap/obstacle_layer/parameter_descriptions),Counter(/move_base/global_costmap/obstacle_layer/parameter_updates),Counter(/move_base/global_costmap/parameter_descriptions),Counter(/move_base/global_costmap/parameter_updates),Counter(/move_base/global_costmap/static_layer/parameter_descriptions),Counter(/move_base/global_costmap/static_layer/parameter_updates),Counter(/move_base/goal),Counter(/move_base/local_costmap/costmap),Counter(/move_base/local_costmap/costmap_updates),Counter(/move_base/local_costmap/footprint),Counter(/move_base/local_costmap/inflation_layer/parameter_descriptions),Counter(/move_base/local_costmap/inflation_layer/parameter_updates),Counter(/move_base/local_costmap/obstacle_layer/parameter_descriptions),Counter(/move_base/local_costmap/obstacle_layer/parameter_updates),Counter(/move_base/local_costmap/parameter_descriptions),Counter(/move_base/local_costmap/parameter_updates),Counter(/move_base/parameter_descriptions),Counter(/move_base/parameter_updates),Counter(/move_base/result),Counter(/move_base/status),Counter(/odom),Counter(/particlecloud),Counter(/rosout),Counter(/rosout_agg),Counter(/scan),Counter(/statistics),Counter(/tf),Counter(/tf_static)
1,1,1,1017,0,1,994,32,1,1,0,0,0,1,1,0,0,0,0,1,5,10,1,1,1,1,1,1,1,1,0,1,6,10,1,1,1,1,1,1,1,1,0,7,36,1,28,36,5,5,65,1
0,0,0,1001,10,1,921,30,0,0,9,9,9,0,0,9,10,1,10,0,7,10,0,0,0,0,0,0,0,0,1,0,7,10,0,0,0,0,0,0,0,0,0,6,30,0,5,5,5,17,65,0
0,0,0,1000,10,1,946,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,1,5,10,0,0,0,0,0,0,0,0,0,5,30,0,5,5,5,17,65,0
0,0,1,1000,10,1,965,30,0,0,10,10,10,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,2,6,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,25,65,0
0,0,0,999,10,1,930,30,0,0,10,10,10,0,0,10,10,0,10,0,5,10,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,5,30,0,5,5,5,15,65,0
0,0,3,1000,10,1,925,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,2,4,10,0,0,0,0,0,0,0,0,0,5,30,3,5,5,5,25,65,0
0,0,1,1001,10,1,928,29,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,2,10,0,0,0,0,0,0,0,0,0,5,29,1,5,5,5,16,63,0
0,0,1,999,10,1,945,31,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,3,2,10,0,0,0,0,0,0,0,0,0,5,31,1,5,5,5,22,67,0
0,0,1,1001,10,1,933,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,5,2,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,17,65,0
0,0,1,997,10,1,930,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,24,65,0
0,0,1,1000,10,1,912,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,2,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,17,65,0
0,0,1,1000,10,1,941,30,0,0,10,10,10,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,4,2,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,19,65,0
0,0,1,1000,11,1,935,30,0,0,11,11,11,0,0,11,10,0,11,0,5,11,0,0,0,0,0,0,0,0,0,5,1,11,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,18,65,0
0,0,0,1000,9,1,942,30,0,0,9,9,9,0,0,9,10,0,9,0,7,9,0,0,0,0,0,0,0,0,0,5,1,9,0,0,0,0,0,0,0,0,0,5,30,0,5,5,5,21,65,0
0,0,1,1000,10,1,951,30,0,0,10,10,10,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,4,2,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,12,65,0
0,0,1,1000,10,1,937,30,0,0,10,10,10,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,21,65,0
0,0,1,1000,10,1,926,30,0,0,10,10,10,0,0,10,10,0,10,0,5,10,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,12,65,0
0,0,0,999,11,1,924,29,0,0,11,11,11,0,0,11,10,0,10,0,7,11,0,0,0,0,0,0,0,0,0,4,3,11,0,0,0,0,0,0,0,0,0,5,29,0,5,5,5,23,63,0
0,0,1,1001,9,1,957,31,0,0,9,9,9,0,0,9,10,0,10,0,6,9,0,0,0,0,0,0,0,0,0,6,1,9,0,0,0,0,0,0,0,0,0,5,31,1,5,5,5,18,67,0
0,0,1,1000,10,1,922,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,5,1,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,20,65,0
0,0,1,999,10,1,975,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,2,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,17,65,0
0,0,1,1000,10,1,941,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,1,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,19,65,0
0,0,1,1000,10,1,938,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,2,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,20,65,0
0,0,1,1001,10,1,894,30,0,0,10,10,10,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,5,2,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,18,65,0
0,0,1,999,10,1,936,30,0,0,10,10,10,0,0,10,10,0,10,0,5,10,0,0,0,0,0,0,0,0,0,4,2,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,18,65,0
0,0,1,999,10,1,901,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,1,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,21,65,0
0,0,1,1000,10,1,961,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,5,2,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,18,65,0
0,0,1,1001,10,0,953,30,0,0,10,10,10,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,4,2,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,18,65,0
0,0,1,999,10,1,929,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,5,1,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,19,65,0
0,0,1,1000,10,1,952,29,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,5,29,1,5,5,5,19,64,0
0,0,1,999,10,1,960,31,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,2,10,0,0,0,0,0,0,0,0,0,5,31,1,5,5,5,14,66,0
0,0,1,1000,10,1,926,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,5,2,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,17,65,0
0,0,1,1000,10,1,928,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,1,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,18,65,0
0,0,1,1001,9,1,896,29,0,0,9,9,9,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,2,9,0,0,0,0,0,0,0,0,0,5,29,1,5,5,5,20,63,0
0,0,1,1001,11,1,964,31,0,0,11,11,11,0,0,10,10,0,10,0,5,10,0,0,0,0,0,0,0,0,0,5,1,11,0,0,0,0,0,0,0,0,0,5,31,1,5,5,5,21,67,0
0,0,1,999,10,1,904,30,0,0,10,10,10,0,0,10,10,0,10,0,5,10,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,18,65,0
0,0,1,1000,10,1,921,29,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,2,10,0,0,0,0,0,0,0,0,0,5,29,1,5,5,5,19,63,0
0,0,1,1000,10,1,888,31,0,0,10,10,10,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,5,1,10,0,0,0,0,0,0,0,0,0,5,31,1,5,5,5,20,67,0
0,0,1,999,10,1,966,30,0,0,10,10,10,0,0,10,10,0,10,0,5,10,0,0,0,0,0,0,0,0,0,4,2,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,18,65,0
0,0,1,1001,10,1,886,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,2,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,19,65,0
0,0,0,998,10,0,919,30,0,0,10,10,10,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,4,2,10,0,0,0,0,0,0,0,0,0,5,30,0,5,5,5,16,65,0
0,0,1,1001,10,1,963,30,0,0,10,10,10,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,5,1,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,23,65,0
0,0,1,1001,10,1,942,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,2,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,14,65,0
0,0,1,999,10,1,950,30,0,0,10,10,10,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,4,2,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,20,65,0
0,0,1,1000,10,1,917,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,5,1,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,16,65,0
0,0,1,1000,10,1,950,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,5,1,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,17,65,0
0,0,1,999,10,1,892,30,0,0,10,10,10,0,0,10,10,0,10,0,5,10,0,0,0,0,0,0,0,0,0,5,2,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,16,65,0
0,0,1,995,10,1,870,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,5,1,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,20,65,0
0,0,1,1000,10,1,949,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,3,2,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,17,65,0
0,0,1,999,10,1,923,30,0,0,10,10,10,0,0,10,10,0,10,0,5,10,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,22,65,0
0,0,0,1000,10,0,946,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,5,2,10,0,0,0,0,0,0,0,0,0,5,30,0,5,5,5,17,65,0
0,0,1,1000,10,1,942,30,0,0,10,10,10,0,0,10,10,0,10,0,5,10,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,22,65,0
0,0,1,1001,10,1,893,30,0,0,10,10,10,0,0,10,10,0,10,0,7,10,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,11,65,0
0,0,1,993,10,1,965,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,5,1,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,22,65,0
0,0,1,1004,10,1,950,30,0,0,10,10,10,0,0,10,10,0,10,0,6,10,0,0,0,0,0,0,0,0,0,4,2,10,0,0,0,0,0,0,0,0,0,5,30,1,5,5,5,11,65,0
