,norm,norm,norm,norm,norm,norm,norm,norm,norm,norm,anomaly,anomaly,anomaly
75,0.028914073,0.022715166,0.009584904,0.026301831,0.011871433,0.011874015,0.015780497,0.02410971,0.019668626,0.005026887,0.016964598,0.015602374,0.021641131
76,0.026597237,0.023237459,0.010033131,0.02390207,0.012726021,0.011233055,0.015895993,0.023185723,0.019944753,0.005094994,0.017017908,0.015029594,0.02074727
77,0.026091911,0.023201846,0.010090469,0.024451246,0.013724065,0.01122151,0.014441315,0.023142016,0.020717153,0.00490632,0.016524205,0.016491143,0.01992403
78,0.026219556,0.021319102,0.009997425,0.023939392,0.014572565,0.011757924,0.014663617,0.024570569,0.021368165,0.005016996,0.016224403,0.015886573,0.019057525
79,0.024367912,0.020678494,0.010615012,0.025457561,0.013328469,0.008800137,0.013904321,0.024539204,0.020736808,0.005996299,0.016112709,0.015320747,0.018823132
80,0.025393648,0.019841101,0.009830801,0.025604365,0.014630025,0.00907477,0.01406224,0.025112223,0.020504268,0.006640057,0.016095085,0.01446876,0.019408429
81,0.025338005,0.020602159,0.010242648,0.025436183,0.014334585,0.008921297,0.013971201,0.024226578,0.020602364,0.006891444,0.016107989,0.015613399,0.020495582
82,0.025253052,0.022511944,0.011507585,0.027047615,0.014274291,0.010747682,0.014546427,0.025205739,0.018372746,0.006920968,0.01491366,0.014948709,0.020604448
83,0.025373237,0.021300077,0.0123784,0.02661648,0.01401068,0.00994696,0.015814913,0.023915172,0.017177496,0.007146663,0.015077322,0.014872022,0.021974899
84,0.025857348,0.021085829,0.012440071,0.026564542,0.015182531,0.01033261,0.016140774,0.024285739,0.016721927,0.007139641,0.015225821,0.0175357,0.021871295
85,0.024933144,0.019544231,0.012033298,0.024628352,0.015822029,0.011389413,0.015776118,0.024128551,0.017108785,0.008904739,0.014326942,0.016256163,0.022786386
86,0.025803119,0.02056371,0.011105889,0.024680166,0.014825984,0.011186162,0.015631698,0.024893377,0.017024543,0.008390029,0.014723156,0.017873257,0.023585655
87,0.026564188,0.019088792,0.011143646,0.025140526,0.013978158,0.011436981,0.01629255,0.024914566,0.017406549,0.009196431,0.014536101,0.017227959,0.02325616
88,0.026801132,0.020842589,0.01115642,0.025333527,0.01447105,0.011129453,0.01622978,0.024167953,0.017402407,0.009303921,0.014783722,0.019039635,0.022915782
89,0.026528304,0.021617869,0.011426397,0.023700798,0.014586953,0.01202877,0.016483974,0.024492426,0.019749722,0.009252635,0.014654486,0.020193653,0.023104317
90,0.026222605,0.022280524,0.011255716,0.024510719,0.014074082,0.012972337,0.016429391,0.024087179,0.019258128,0.008233641,0.01548495,0.020947812,0.02253834
91,0.026433093,0.020138206,0.011171919,0.024310229,0.012938924,0.013771011,0.016553398,0.023860667,0.019985873,0.007871637,0.016116336,0.021513484,0.022149587
92,0.026257243,0.020277457,0.009862795,0.021070708,0.012899073,0.01237755,0.015994718,0.023414345,0.019254766,0.006125357,0.016194312,0.020612184,0.022452237
93,0.027898984,0.020299008,0.00864379,0.021073714,0.01350221,0.0130862,0.01567761,0.023646479,0.018993173,0.006187831,0.015635774,0.020647446,0.02358311
94,0.026944146,0.019914096,0.008665649,0.02143755,0.012661783,0.013925371,0.015946791,0.023412125,0.019780966,0.005874692,0.015771264,0.018749364,0.023213649
95,0.028818971,0.019775724,0.008038226,0.021255435,0.012395288,0.012665697,0.015928065,0.025473103,0.019856775,0.004330029,0.015955683,0.018709986,0.022884618
96,0.027417317,0.018810995,0.008549333,0.021559324,0.012785057,0.012958865,0.016382447,0.023713473,0.020053621,0.004183745,0.016621362,0.017705683,0.022960996
97,0.027862322,0.018175794,0.00879594,0.021282999,0.01245265,0.011895177,0.016043084,0.025299314,0.01850367,0.003287689,0.019081751,0.017594479,0.022721762
98,0.026485076,0.017320856,0.008750836,0.020782456,0.012646257,0.011340309,0.016274447,0.025175754,0.019056523,0.00329752,0.018754613,0.016549908,0.022649648
99,0.026998794,0.016368836,0.008397975,0.021566382,0.012965922,0.010765503,0.015640121,0.024301047,0.017067904,0.002470132,0.018025504,0.015035278,0.022426227
100,0.026714439,0.015652562,0.008953156,0.021901714,0.012731002,0.010195565,0.015627552,0.024403511,0.017734021,0.002315373,0.01784453,0.014633074,0.022784134
101,0.027077008,0.016520957,0.008742197,0.023174113,0.013664283,0.009592382,0.015452577,0.024490621,0.017690741,0.003220546,0.018959386,0.014911635,0.022878118
102,0.027987404,0.015084833,0.008822578,0.023871185,0.014052747,0.009614254,0.015026565,0.024393708,0.017475395,0.003339081,0.018966818,0.016138902,0.023250196
103,0.02598235,0.014652652,0.010141976,0.024362246,0.015034917,0.0091378,0.01395195,0.023879929,0.018351877,0.003389574,0.019612415,0.01613133,0.021499446
104,0.027406294,0.018391827,0.009927538,0.023965467,0.014517114,0.009042002,0.013818932,0.024055166,0.017722694,0.003215459,0.019229122,0.017171806,0.020847267
105,0.026314925,0.019190514,0.010279548,0.023830144,0.015832717,0.008836759,0.013912497,0.021878073,0.017937016,0.003375452,0.01938591,0.018098509,0.021539269
106,0.026574532,0.020383099,0.010243038,0.025756001,0.016124768,0.009455098,0.013377802,0.022731008,0.017693289,0.003205829,0.018622985,0.017878992,0.020220408
107,0.023823153,0.020170338,0.009985981,0.026328629,0.01622415,0.010382577,0.013619166,0.021470662,0.0183233,0.003329116,0.017432841,0.01832602,0.020965818
108,0.024044449,0.02047549,0.009585951,0.027463242,0.015614745,0.010706769,0.01349028,0.022587067,0.017515581,0.0032911,0.017312706,0.017456234,0.021187454
109,0.023794452,0.021432487,0.009234058,0.025752306,0.014883789,0.010754265,0.013597677,0.022597181,0.017495036,0.003302974,0.018470315,0.017617017,0.022437779
110,0.023862517,0.021975003,0.008878465,0.025561066,0.014860408,0.010685042,0.013576196,0.022630196,0.016794361,0.004115666,0.018722104,0.0176665,0.024256673
111,0.023790762,0.020946706,0.009379053,0.025229104,0.014492213,0.010485384,0.013984113,0.025942294,0.016899319,0.006050112,0.01775535,0.017810551,0.023807708
112,0.023286508,0.020511821,0.010297243,0.025183482,0.014438426,0.012235705,0.013595546,0.028548542,0.017508462,0.006693279,0.018225405,0.016034577,0.024475712
113,0.023965284,0.021470245,0.008850451,0.025625695,0.01359486,0.010993978,0.01392517,0.026167514,0.015407722,0.007773343,0.018862586,0.017209252,0.024328146
114,0.023368876,0.018488038,0.00894447,0.025960388,0.014149966,0.011712969,0.014018668,0.026733648,0.015524172,0.007503262,0.01789481,0.017984418,0.024074828
115,0.023050573,0.017579013,0.009197284,0.027043657,0.01323213,0.011228999,0.015716631,0.027615909,0.014966743,0.008430663,0.017473467,0.016747788,0.022740392
116,0.022907307,0.017288882,0.00921239,0.026776914,0.01424329,0.010770212,0.01631845,0.026357409,0.014984955,0.008848951,0.017298009,0.01768269,0.022248723
117,0.022676891,0.016325489,0.008942363,0.026706072,0.018179448,0.010396427,0.016687404,0.028192233,0.014118436,0.009132023,0.017217042,0.016944181,0.022052659
118,0.022878604,0.015652241,0.00971857,0.026041606,0.01863724,0.011982824,0.016324231,0.028259939,0.015626187,0.008968239,0.016901663,0.016377332,0.022959258
119,0.022628095,0.015133349,0.009688217,0.026930334,0.020135248,0.011325167,0.016326934,0.027826043,0.016886104,0.009653118,0.015721921,0.016775487,0.020263057
120,0.021902675,0.015662309,0.009257386,0.026312461,0.0201499,0.011266173,0.016431667,0.027603088,0.018063564,0.008903649,0.016001066,0.018761538,0.01977274
121,0.02182788,0.015691578,0.009939774,0.026227618,0.019962717,0.01107894,0.017291544,0.02802431,0.018372858,0.00661719,0.016014345,0.018761365,0.020222755
122,0.023865497,0.016413916,0.009647012,0.024945142,0.020129979,0.009588638,0.017708549,0.024133036,0.019308912,0.004995921,0.015593973,0.019358627,0.019576505
123,0.025881197,0.016043035,0.009610355,0.024900325,0.020231998,0.009866752,0.017865445,0.023688573,0.02022416,0.00589872,0.014469419,0.017495295,0.01936724
124,0.025254652,0.017225331,0.009549481,0.027067492,0.020513961,0.008443585,0.018143963,0.024118368,0.021162858,0.010322626,0.016100699,0.017338216,0.018970206
125,0.025780635,0.017925175,0.009811841,0.032568906,0.019404674,0.008294328,0.016659837,0.023623252,0.020813243,0.011706421,0.015248376,0.017929614,0.019050848
126,0.028476629,0.017900361,0.010182724,0.032464575,0.018168263,0.009281819,0.0156583,0.022070251,0.021866206,0.009902709,0.014780459,0.01641123,0.020288713
127,0.027579391,0.018927066,0.01171912,0.029093536,0.017179148,0.009634206,0.014877225,0.020848731,0.022931114,0.014938331,0.013489331,0.014623779,0.020432938
128,0.028268924,0.021858074,0.012119146,0.028777562,0.017222406,0.007860008,0.014816274,0.01913717,0.021652047,0.016825197,0.013327878,0.015011945,0.020885477
129,0.02783576,0.022233028,0.011686436,0.026344778,0.016075246,0.00866766,0.014847346,0.017323211,0.020457363,0.015437861,0.014554723,0.014704855,0.020666357
130,0.034239933,0.020692205,0.011750144,0.027521383,0.01622216,0.009176413,0.014823667,0.016621731,0.019639118,0.017744873,0.017427398,0.013830561,0.021052869
131,0.033170905,0.02290358,0.011273944,0.028750001,0.01683563,0.009818421,0.014621251,0.015667131,0.019876843,0.018068388,0.018595757,0.014863007,0.020543566
132,0.031621478,0.027969269,0.010720666,0.031655047,0.016872775,0.009872564,0.014489192,0.015588246,0.020642728,0.014568415,0.018583765,0.014428454,0.020242084
133,0.029299088,0.028283166,0.010502506,0.032791439,0.018637013,0.010473084,0.014293671,0.015845051,0.018265147,0.0140908,0.017529204,0.016877325,0.020917688
134,0.029745564,0.02673926,0.010434401,0.029032378,0.018205371,0.010398469,0.019290395,0.015390974,0.017499961,0.013706262,0.018838357,0.016954174,0.021120129
135,0.030599151,0.024909249,0.010702301,0.02730847,0.021543294,0.012485721,0.017314881,0.015108564,0.018245626,0.011124476,0.020263445,0.017516118,0.021744983
136,0.030800415,0.026945276,0.010235802,0.027135558,0.02348814,0.016608719,0.017244225,0.014854052,0.017893597,0.01021651,0.02029172,0.019775821,0.019852918
137,0.031807423,0.027205983,0.008620537,0.027723258,0.019552905,0.014555641,0.01726193,0.015214993,0.017065924,0.008069828,0.019084301,0.019117462,0.020621313
138,0.031752393,0.024720548,0.008386633,0.029219551,0.019420397,0.014793396,0.017333467,0.017860522,0.017754253,0.008894337,0.018869819,0.019307226,0.01988199
139,0.031941563,0.025363307,0.008994692,0.028595909,0.020309385,0.015527522,0.017800948,0.018179119,0.017182533,0.008063181,0.017711923,0.01972042,0.02052019
140,0.026624115,0.025171824,0.009083725,0.027693719,0.02185915,0.016058166,0.018901635,0.022782616,0.021195015,0.008035546,0.017138161,0.019538974,0.020180734
141,0.025324753,0.023714559,0.011327771,0.02554404,0.025452845,0.016928142,0.019187964,0.022641907,0.023096502,0.012109721,0.015799258,0.019160369,0.020579489
142,0.025886478,0.019699151,0.01515981,0.023988381,0.024372138,0.017534686,0.01952914,0.023082387,0.021530408,0.012346867,0.01586565,0.019865427,0.02086734
143,0.026074877,0.01888736,0.013782846,0.023009425,0.021864945,0.017658023,0.020476507,0.023002185,0.024577182,0.010953636,0.015440268,0.017584724,0.021102393
144,0.026891842,0.021454638,0.014286703,0.025148589,0.020926343,0.017211141,0.016795009,0.023512686,0.024335824,0.009875356,0.017169297,0.017675338,0.021627067
145,0.025227638,0.021211596,0.013673894,0.024119169,0.019658353,0.015638081,0.017638629,0.023158427,0.022851458,0.010602697,0.017680597,0.018502651,0.021753939
146,0.023881529,0.01901144,0.015521077,0.025163297,0.016015997,0.014933862,0.018563466,0.023182832,0.024909923,0.010486512,0.017230108,0.015279286,0.023405286
147,0.024645975,0.020953944,0.015628399,0.026114451,0.015863817,0.014558903,0.018577559,0.022424052,0.024517022,0.011639926,0.017997354,0.019117234,0.022971146
148,0.024627106,0.024685107,0.015811967,0.023934245,0.014428706,0.016136233,0.018325439,0.020032566,0.0246149,0.011063582,0.018440133,0.020341957,0.022902064
149,0.025082568,0.025406478,0.015708292,0.025700139,0.014723061,0.015604643,0.018962344,0.021068774,0.024850959,0.010660678,0.0185265,0.020332839,0.021709733
150,0.024351245,0.026727118,0.016119182,0.027419165,0.013952729,0.0151233,0.019210609,0.021814317,0.021697232,0.008777124,0.017936649,0.020634418,0.021584038
151,0.025811538,0.026444595,0.016555689,0.026602468,0.012563584,0.016485471,0.018620634,0.021727933,0.017314622,0.005108041,0.01809632,0.02024059,0.021649748
152,0.027179845,0.025315801,0.014937783,0.026236648,0.012481516,0.015275237,0.018946446,0.022049922,0.017619817,0.005399326,0.018273825,0.018517636,0.022175295
153,0.027474167,0.025013408,0.015286624,0.026156632,0.013331809,0.018469157,0.018220127,0.022371083,0.01724432,0.006263083,0.018095795,0.01825445,0.023491045
154,0.024706395,0.022393733,0.017226275,0.024835713,0.016507568,0.017951936,0.017859191,0.022695651,0.017317804,0.006276376,0.016075125,0.019283222,0.024021944
155,0.025513351,0.023281805,0.017224871,0.025784435,0.017499,0.017697413,0.016790243,0.023156878,0.017456021,0.005575676,0.015878022,0.020439807,0.024250928
156,0.028492676,0.023099411,0.014804222,0.023970118,0.018139593,0.015439807,0.016781304,0.023046833,0.016507711,0.005304362,0.017081091,0.018767891,0.023129925
157,0.028379258,0.022132324,0.014628146,0.025285991,0.018923851,0.015261848,0.017628768,0.02288603,0.016864955,0.004357709,0.016732382,0.016818035,0.022249188
158,0.029275462,0.017772859,0.015687192,0.026023537,0.018447641,0.014064779,0.016896626,0.022974864,0.016630925,0.005553256,0.01684876,0.017503321,0.022840729
159,0.029296173,0.016064089,0.015716555,0.024887748,0.017339112,0.01431373,0.016349934,0.021366511,0.017163252,0.009228197,0.01747033,0.018244132,0.024925232
160,0.030408517,0.014803207,0.016190367,0.024069486,0.017191248,0.014204377,0.016382232,0.022388341,0.016348509,0.012016185,0.016905978,0.018379061,0.024888296
161,0.030761523,0.014767006,0.015304586,0.024595866,0.017290616,0.013147162,0.016442141,0.022156734,0.015173348,0.011764327,0.01811965,0.020905342,0.024705732
162,0.029218089,0.016170124,0.012808322,0.024242666,0.019012773,0.011223239,0.01550351,0.022060705,0.016648903,0.013484357,0.019802179,0.021140456,0.024163818
163,0.027841955,0.015930718,0.01098239,0.024917776,0.017316984,0.009143666,0.015511446,0.021778731,0.01671209,0.013448862,0.020087967,0.020254418,0.026119774
164,0.029016757,0.016614674,0.009821826,0.024953529,0.014737144,0.009217745,0.014624705,0.02161786,0.016720533,0.013262752,0.019100336,0.020285564,0.026572501
165,0.027625831,0.015094604,0.009548957,0.024495307,0.01345018,0.00913618,0.015893895,0.021134544,0.016576871,0.014001044,0.020092087,0.018298162,0.027775828
166,0.025164731,0.019054702,0.009609375,0.024165815,0.013696267,0.008858986,0.015615174,0.021464618,0.016560195,0.013918452,0.019106606,0.018725934,0.027892411
167,0.027254146,0.02018101,0.009736321,0.021342637,0.012528262,0.009079173,0.015037352,0.022111431,0.016684201,0.012395535,0.019990759,0.018218974,0.027688522
168,0.026968373,0.021442775,0.00845402,0.021113889,0.013285123,0.00915571,0.014919539,0.022052472,0.01650797,0.010618156,0.020281561,0.017741807,0.027129777
169,0.028362252,0.021009075,0.008566343,0.02154756,0.013514592,0.009558388,0.014785433,0.023003124,0.01559833,0.009534516,0.020011783,0.021084394,0.025899073
170,0.026760526,0.021457938,0.007902962,0.022866936,0.013069909,0.009758942,0.014910228,0.021729523,0.016179044,0.005366856,0.020850215,0.018955452,0.025106445
171,0.026685059,0.021605097,0.007670837,0.0226481,0.013422109,0.009568535,0.015469763,0.021921223,0.01658454,0.00473032,0.018999925,0.016667534,0.024676854
