,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,anomaly,anomaly,anomaly,anomaly,anomaly,anomaly,anomaly
0,0.08505163341760635,0.10288912057876587,0.0922451913356781,0.09767618030309677,0.09175694733858109,0.08414480835199356,0.10361892729997635,0.08706054836511612,0.08694547414779663,0.08854182064533234,0.08982840180397034,0.08485407382249832,0.08423168957233429,0.07461435347795486,0.08508109301328659,0.08059366047382355,0.08529091626405716,0.10886505246162415,0.08664040267467499,0.08798150718212128,0.08583510667085648
1,0.01352028176188469,0.02964804321527481,0.022216446697711945,0.026106206700205803,0.017232421785593033,0.01241461094468832,0.031147830188274384,0.014471740461885929,0.013983174227178097,0.017482202500104904,0.01865881308913231,0.011827041395008564,0.012385260313749313,0.004582039080560207,0.014503451064229012,0.010656307451426983,0.010828508995473385,0.03814484924077988,0.013328962959349155,0.017816368490457535,0.014276986010372639
2,0.013818874023854733,0.02935667335987091,0.02181321196258068,0.025954803451895714,0.016784658655524254,0.012401813641190529,0.03307406231760979,0.01403797697275877,0.014598514884710312,0.01721077598631382,0.01928483135998249,0.011686306446790695,0.01250646635890007,0.004683991894125938,0.015109560452401638,0.009989709593355656,0.01059425063431263,0.03804989159107208,0.013222652487456799,0.01740090548992157,0.014055725187063217
3,0.014495874755084515,0.027671314775943756,0.0224821288138628,0.026943698525428772,0.01694672182202339,0.011875963769853115,0.033563144505023956,0.014000366441905499,0.01405517291277647,0.017166001722216606,0.01915443129837513,0.011716818436980247,0.012576106004416943,0.004507983103394508,0.015203622169792652,0.010669468902051449,0.010883600451052189,0.038483526557683945,0.013039450161159039,0.018400764092803,0.014448477886617184
4,0.015099424868822098,0.026201151311397552,0.02244514413177967,0.02680967189371586,0.017454786226153374,0.011223471723496914,0.03379976749420166,0.013548088259994984,0.014758368022739887,0.01756877265870571,0.01996750198304653,0.01244795136153698,0.01253508497029543,0.005280915182083845,0.015312430448830128,0.010341685265302658,0.01068427786231041,0.03736412525177002,0.012370867654681206,0.018374664708971977,0.014694425277411938
5,0.015652943402528763,0.02561337873339653,0.022479232400655746,0.02559972181916237,0.01785760186612606,0.01084179151803255,0.03418819233775139,0.014463571831583977,0.01577726937830448,0.01761028915643692,0.020191017538309097,0.012149226851761341,0.012483750469982624,0.005580749362707138,0.015451889485120773,0.010979985818266869,0.00989349652081728,0.03685793653130531,0.01267908327281475,0.01907317154109478,0.014173087663948536
6,0.01662238873541355,0.025322692468762398,0.023334616795182228,0.02602369710803032,0.01738935522735119,0.009659248404204845,0.03446705639362335,0.014893263578414917,0.01786723919212818,0.017590273171663284,0.020934471860527992,0.012359688989818096,0.012906203046441078,0.005688199307769537,0.016184039413928986,0.010648608207702637,0.010393009521067142,0.03678456321358681,0.013190195895731449,0.019298842176795006,0.015761075541377068
7,0.01713358238339424,0.026397719979286194,0.023177694529294968,0.025890197604894638,0.01757863163948059,0.010415883734822273,0.034048404544591904,0.014066408388316631,0.01762424036860466,0.0176076702773571,0.01972050778567791,0.012954050675034523,0.013318818062543869,0.005721741355955601,0.0160056222230196,0.009875332936644554,0.010358715429902077,0.03748132660984993,0.013395709916949272,0.01888599805533886,0.015911148861050606
8,0.017884686589241028,0.026624171063303947,0.023106593638658524,0.02587532252073288,0.018069572746753693,0.010484335944056511,0.041784971952438354,0.01391453668475151,0.01784731261432171,0.018389923498034477,0.019644813612103462,0.01200996432453394,0.013767126947641373,0.005684657488018274,0.015413401648402214,0.009653308428823948,0.00997544452548027,0.03740507364273071,0.013381126336753368,0.01887602172791958,0.01575169712305069
9,0.01956116035580635,0.024404488503932953,0.022881723940372467,0.02569580264389515,0.019521130248904228,0.010253256186842918,0.041447196155786514,0.014774694107472897,0.021696027368307114,0.018300911411643028,0.019760550931096077,0.012049608863890171,0.01527879573404789,0.005691089667379856,0.016427353024482727,0.009340750053524971,0.009438412263989449,0.03717336431145668,0.01299417857080698,0.01965339109301567,0.01615426316857338
10,0.018425030633807182,0.023509059101343155,0.030642487108707428,0.02658788487315178,0.019425809383392334,0.011265702545642853,0.04156830161809921,0.016846302896738052,0.02703682892024517,0.017898496240377426,0.02014256827533245,0.011733165942132473,0.01634044572710991,0.005966900382190943,0.017073241993784904,0.010268322192132473,0.010791306383907795,0.03695347160100937,0.013548390939831734,0.018560945987701416,0.018729032948613167
11,0.01857372373342514,0.022957943379878998,0.034424759447574615,0.026439376175403595,0.01989208534359932,0.01070673018693924,0.040588174015283585,0.01784881390631199,0.02761230245232582,0.017555907368659973,0.020900839939713478,0.012663879431784153,0.016972597688436508,0.006020321510732174,0.01594999060034752,0.00960503425449133,0.010663938708603382,0.03692494332790375,0.01712905801832676,0.01763191632926464,0.0186746958643198
12,0.018727758899331093,0.026324842125177383,0.03441810607910156,0.02661728672683239,0.020384671166539192,0.011336486786603928,0.039329756051301956,0.017960740253329277,0.02752836048603058,0.017540806904435158,0.02018672227859497,0.012096271850168705,0.016759997233748436,0.006176457740366459,0.016503270715475082,0.00970563106238842,0.011234967969357967,0.03760509192943573,0.01972925290465355,0.017633255571126938,0.018633436411619186
13,0.01870650239288807,0.030328048393130302,0.036029066890478134,0.026065891608595848,0.020011695101857185,0.011118591763079166,0.039016880095005035,0.018029093742370605,0.027080027386546135,0.018336642533540726,0.019998935982584953,0.01203067135065794,0.01658344455063343,0.006156049203127623,0.016185186803340912,0.00936706829816103,0.011139101348817348,0.036909859627485275,0.020471107214689255,0.017691047862172127,0.018258634954690933
14,0.018628161400556564,0.03146234527230263,0.035301290452480316,0.026313384994864464,0.022541023790836334,0.01225018035620451,0.03918633237481117,0.018263939768075943,0.027606137096881866,0.01773090288043022,0.019912581890821457,0.011543023400008678,0.016421936452388763,0.0063344817608594894,0.016155904158949852,0.00941972341388464,0.011432702653110027,0.03685937076807022,0.020385298877954483,0.017892543226480484,0.01755967177450657
15,0.01907144859433174,0.030394837260246277,0.03489810600876808,0.026968125253915787,0.021994080394506454,0.01210467517375946,0.03871047869324684,0.017096608877182007,0.028514055535197258,0.0179857537150383,0.019575076177716255,0.01230030320584774,0.016442948952317238,0.005888649728149176,0.01696757785975933,0.008528577163815498,0.011054899543523788,0.03690159693360329,0.019822102040052414,0.017162375152111053,0.018354883417487144
16,0.019557226449251175,0.030888015404343605,0.035185739398002625,0.026631537824869156,0.022028032690286636,0.013184712268412113,0.03892131894826889,0.016935287043452263,0.027582580223679543,0.018002904951572418,0.01936500333249569,0.012774348258972168,0.01673315092921257,0.01533778477460146,0.01716342382133007,0.00932249240577221,0.0114620141685009,0.03738062456250191,0.019117917865514755,0.017393607646226883,0.01743375137448311
17,0.026213059201836586,0.030469680204987526,0.036258190870285034,0.026636812835931778,0.021852387115359306,0.012324747629463673,0.03983807936310768,0.016962621361017227,0.02777261845767498,0.01810518465936184,0.019534360617399216,0.012389779090881348,0.01669529266655445,0.015605871565639973,0.017093980684876442,0.009439816698431969,0.010619890876114368,0.03679696097970009,0.020049937069416046,0.017215309664607048,0.017048703506588936
18,0.029378391802310944,0.03149327635765076,0.03809212148189545,0.026765726506710052,0.021947942674160004,0.011826331727206707,0.03271712735295296,0.017929254099726677,0.028102291747927666,0.017461620271205902,0.019420983269810677,0.020233994349837303,0.016711939126253128,0.015658928081393242,0.017204586416482925,0.009392358362674713,0.010954780504107475,0.036892615258693695,0.020390404388308525,0.017178433015942574,0.01716858148574829
19,0.028701962903141975,0.03318983316421509,0.037867285311222076,0.027216780930757523,0.02149755321443081,0.012729685753583908,0.03160892054438591,0.016743650659918785,0.024637335911393166,0.018384065479040146,0.019417976960539818,0.022024940699338913,0.01579293981194496,0.015555102378129959,0.016062920913100243,0.009259962476789951,0.010890761390328407,0.03677123039960861,0.02147464081645012,0.017219303175807,0.016709106042981148
20,0.02934187650680542,0.035078901797533035,0.030492404475808144,0.026144856587052345,0.021864082664251328,0.012837473303079605,0.032000649720430374,0.014279684983193874,0.01896696537733078,0.018226120620965958,0.020342007279396057,0.022396693006157875,0.015309331007301807,0.015372022055089474,0.015299733728170395,0.00909343734383583,0.010155487805604935,0.03699453920125961,0.021200424060225487,0.01715530827641487,0.015713652595877647
21,0.02940507046878338,0.036124955862760544,0.025938237085938454,0.026542581617832184,0.02177942730486393,0.01257702149450779,0.03208335116505623,0.013223831541836262,0.01762617565691471,0.01799657754600048,0.0204959437251091,0.021173594519495964,0.015255690552294254,0.01512382086366415,0.016105446964502335,0.008927022106945515,0.01082497276365757,0.03776424750685692,0.017042743042111397,0.017205100506544113,0.016694050282239914
22,0.02963561750948429,0.0332082062959671,0.02562354877591133,0.026236271485686302,0.021238794550299644,0.011769107542932034,0.031006017699837685,0.01529377605766058,0.01765517331659794,0.01815142296254635,0.021169936284422874,0.02022424153983593,0.01535062026232481,0.016326410695910454,0.01498507708311081,0.008812356740236282,0.010713287629187107,0.03718873858451843,0.014486747793853283,0.01711626723408699,0.01650318317115307
23,0.029869867488741875,0.03037021867930889,0.022845270112156868,0.0267100241035223,0.021256742998957634,0.01181960292160511,0.031029783189296722,0.015132644213736057,0.0172553900629282,0.017878461629152298,0.021245505660772324,0.020077867433428764,0.015047025866806507,0.015988552942872047,0.015193598344922066,0.008729548193514347,0.01066206768155098,0.037270624190568924,0.014599601738154888,0.016938844695687294,0.016268165782094002
24,0.030630487948656082,0.030720410868525505,0.02247108519077301,0.027147363871335983,0.019529933109879494,0.010580882430076599,0.03199237957596779,0.014469392597675323,0.015555830672383308,0.017902623862028122,0.02024705708026886,0.020898155868053436,0.015441184863448143,0.01591920293867588,0.015260355547070503,0.009734878316521645,0.010540498420596123,0.037383660674095154,0.014341489411890507,0.01718493364751339,0.020165828987956047
25,0.03131580725312233,0.03182278573513031,0.022824160754680634,0.026996424421668053,0.0190132986754179,0.01063233707100153,0.03163202479481697,0.014425508677959442,0.01481217797845602,0.017982101067900658,0.020327221602201462,0.020085733383893967,0.016278984025120735,0.015991292893886566,0.015228104777634144,0.009725538082420826,0.010670703835785389,0.03764067217707634,0.014519382268190384,0.01717735268175602,0.02375674992799759
26,0.03108101896941662,0.03211427479982376,0.022754890844225883,0.03562268987298012,0.018477441743016243,0.010270986706018448,0.03169987350702286,0.01515501644462347,0.015141277574002743,0.017867956310510635,0.020446235314011574,0.01926051639020443,0.016119005158543587,0.005863548256456852,0.016080792993307114,0.011427636258304119,0.010545358061790466,0.037153590470552444,0.014548066072165966,0.01692434959113598,0.02312641404569149
27,0.02347083017230034,0.030912276357412338,0.022663630545139313,0.037421297281980515,0.01832198165357113,0.011671552434563637,0.03071344457566738,0.01477834489196539,0.01495977770537138,0.01786443404853344,0.020438380539417267,0.018924646079540253,0.01618487946689129,0.0050004757940769196,0.016210181638598442,0.01231228094547987,0.010371089912950993,0.037892457097768784,0.014057576656341553,0.01712644286453724,0.02240264043211937
28,0.018202878534793854,0.031346190720796585,0.020632930099964142,0.037475742399692535,0.02051127701997757,0.012167029082775116,0.030636701732873917,0.013185675255954266,0.014379685744643211,0.017698807641863823,0.022091273218393326,0.013528191484510899,0.015511387959122658,0.005072147119790316,0.016830340027809143,0.013189435005187988,0.010572475381195545,0.03789524734020233,0.013791864737868309,0.018030283972620964,0.02150202915072441
29,0.018218427896499634,0.03035212680697441,0.021258411929011345,0.03684874624013901,0.02526296302676201,0.011437434703111649,0.030909698456525803,0.01385488174855709,0.014152750372886658,0.017677368596196175,0.02114148624241352,0.012125357054173946,0.015728555619716644,0.004069578368216753,0.016446007415652275,0.012986249290406704,0.01058460958302021,0.03786640241742134,0.01325178612023592,0.017760828137397766,0.020911473780870438
30,0.0183284729719162,0.03029036521911621,0.021045764908194542,0.03718609735369682,0.024964192882180214,0.01170312613248825,0.030656347051262856,0.013615405187010765,0.014149962924420834,0.017582837492227554,0.019996952265501022,0.012951899319887161,0.015538028441369534,0.004397715907543898,0.016101129353046417,0.013045880943536758,0.010795318521559238,0.03851812332868576,0.013216693885624409,0.019009824842214584,0.020601317286491394
31,0.018355336040258408,0.03016994521021843,0.02204706333577633,0.037564147263765335,0.024570070207118988,0.012398282065987587,0.029903879389166832,0.013894506730139256,0.01467050053179264,0.01856635883450508,0.020714469254016876,0.012950626201927662,0.014466891065239906,0.004431319423019886,0.015279915183782578,0.01279953122138977,0.009955544956028461,0.03854662552475929,0.013222851790487766,0.018681012094020844,0.02035946026444435
32,0.018138358369469643,0.03007458709180355,0.02140299789607525,0.03788168355822563,0.024299196898937225,0.012944159097969532,0.029872488230466843,0.012451526708900928,0.013909975998103619,0.018680697306990623,0.019536569714546204,0.015152106061577797,0.019595252349972725,0.004414136055856943,0.015500325709581375,0.012565731070935726,0.011148890480399132,0.04028667137026787,0.013731708750128746,0.01831580325961113,0.021075952798128128
33,0.01823499985039234,0.030105646699666977,0.021499134600162506,0.037284452468156815,0.02351865917444229,0.012938112951815128,0.03007960505783558,0.012166986241936684,0.013623540289700031,0.018646830692887306,0.019839851185679436,0.015556207858026028,0.018783025443553925,0.004322596825659275,0.01567390002310276,0.013974455185234547,0.011539299041032791,0.040296364575624466,0.012981251813471317,0.018926789984107018,0.020717371255159378
34,0.018237624317407608,0.028284985572099686,0.02153431624174118,0.03920011967420578,0.02453821524977684,0.014377692714333534,0.029940076172351837,0.012091710232198238,0.013490064069628716,0.01866607367992401,0.019583096727728844,0.0163115207105875,0.01845058798789978,0.004148565232753754,0.014754114672541618,0.013473275117576122,0.012958036735653877,0.04148775711655617,0.013037730939686298,0.01783783920109272,0.01774768717586994
35,0.01825108379125595,0.02662244625389576,0.021676935255527496,0.03928251564502716,0.02541840821504593,0.015508731827139854,0.030175423249602318,0.015059310011565685,0.013872629962861538,0.018311532214283943,0.019593801349401474,0.016191497445106506,0.01809406839311123,0.004276163876056671,0.014779492281377316,0.014937025494873524,0.014107116498053074,0.04131689667701721,0.01308317482471466,0.01760992594063282,0.012858623638749123
36,0.01810983009636402,0.026318833231925964,0.022109288722276688,0.031134391203522682,0.026608489453792572,0.015600048005580902,0.02957748994231224,0.01465728972107172,0.01377090997993946,0.01905563846230507,0.01985037513077259,0.016871225088834763,0.017464442178606987,0.004487175494432449,0.01434136088937521,0.013241848908364773,0.01810494065284729,0.04108937084674835,0.013687275350093842,0.018116071820259094,0.012509521096944809
37,0.018010979518294334,0.026581769809126854,0.021649930626153946,0.029423179104924202,0.02832619659602642,0.015669114887714386,0.029724420979619026,0.014768406748771667,0.013587165623903275,0.019323671236634254,0.019990315660834312,0.016963573172688484,0.018756739795207977,0.004435679875314236,0.01707031950354576,0.013903839513659477,0.018658587709069252,0.043160803616046906,0.013015874661505222,0.020405305549502373,0.013671673834323883
38,0.01779942214488983,0.025693150237202644,0.02164473943412304,0.028948653489351273,0.02546895295381546,0.017518168315291405,0.03147079050540924,0.015452255494892597,0.013500525616109371,0.019543906673789024,0.019357936456799507,0.014963943511247635,0.02001967653632164,0.004569899756461382,0.019712453708052635,0.013275272212922573,0.01998991332948208,0.045972809195518494,0.013066948391497135,0.020724361762404442,0.014272252097725868
