,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,anomaly,anomaly,anomaly,anomaly,anomaly,anomaly,anomaly,anomaly,anomaly
0,0.012608683668076992,0.014805378392338753,0.016022587195038795,0.021542558446526527,0.013314352370798588,0.010847199708223343,0.015515060164034367,0.008821350522339344,0.01202966459095478,0.01897459104657173,0.013758810237050056,0.01089076604694128,0.01670200750231743,0.01860939711332321,0.013775610364973545,0.016095513477921486,0.01745001971721649,0.021804191172122955,0.005299187730997801,0.01880398392677307,0.024462344124913216,0.014914077706634998,0.03008446842432022,0.00888694915920496,0.02091320976614952,0.013228580355644226,0.020779943093657494,0.012905364856123924
1,0.014199475757777691,0.01538544986397028,0.018479596823453903,0.018656164407730103,0.01809220016002655,0.01358624268323183,0.01702876389026642,0.01184468436986208,0.01491842046380043,0.01782657951116562,0.016634367406368256,0.009748507291078568,0.015682466328144073,0.02017343044281006,0.015113011933863163,0.0179921742528677,0.018877629190683365,0.021188031882047653,0.0035864105448126793,0.0198538675904274,0.028158187866210938,0.015816301107406616,0.025223340839147568,0.00905255414545536,0.02252429910004139,0.012079824693500996,0.022820718586444855,0.014994875527918339
2,0.01376915629953146,0.015578792430460453,0.018128985539078712,0.0186492670327425,0.018696459010243416,0.013619369827210903,0.016658194363117218,0.014925440773367882,0.014544804580509663,0.017565997317433357,0.016260523349046707,0.013247320428490639,0.01463425811380148,0.020926648750901222,0.014947016723453999,0.017855726182460785,0.018667999655008316,0.021207889541983604,0.0036292197182774544,0.019174108281731606,0.028094077482819557,0.01630513183772564,0.025058632716536522,0.009167375974357128,0.02420204132795334,0.012038078159093857,0.022830387577414513,0.015094388276338577
3,0.013636047020554543,0.015164518728852272,0.018381629139184952,0.018401384353637695,0.020045993849635124,0.013606305234134197,0.01677938550710678,0.014713481068611145,0.01461918093264103,0.017505815252661705,0.016880853101611137,0.013035789132118225,0.015409539453685284,0.02380223758518696,0.015190775506198406,0.016730735078454018,0.019362911581993103,0.020793937146663666,0.003505910513922572,0.018996207043528557,0.029978947713971138,0.01749110408127308,0.025178031995892525,0.008886214345693588,0.026287943124771118,0.012494239956140518,0.023288322612643242,0.01653309352695942
4,0.01747049018740654,0.015240941196680069,0.018204255029559135,0.01893031969666481,0.019814783707261086,0.012554258108139038,0.016660122200846672,0.01424113567918539,0.01475535612553358,0.016532495617866516,0.016714584082365036,0.014835134148597717,0.015125139616429806,0.024606231600046158,0.01490202359855175,0.016350802034139633,0.01950722560286522,0.02129598706960678,0.0033470478374511003,0.018580816686153412,0.029255004599690437,0.01735074259340763,0.02499617077410221,0.007632989902049303,0.02681223303079605,0.01224483735859394,0.023391565307974815,0.01671474054455757
5,0.017391374334692955,0.015407221391797066,0.017245745286345482,0.0191966500133276,0.018850447610020638,0.01247443351894617,0.016604334115982056,0.013613007962703705,0.014637255109846592,0.017004303634166718,0.01706073060631752,0.014550533145666122,0.014874231070280075,0.024027803912758827,0.015645723789930344,0.01514179352670908,0.019619619473814964,0.020638760179281235,0.003300201380625367,0.019081449136137962,0.02896702289581299,0.016884373500943184,0.025067662820219994,0.00800193939357996,0.026162128895521164,0.01270198728889227,0.023289192467927933,0.01642497442662716
6,0.017439333721995354,0.014963198453187943,0.017837397754192352,0.017483143135905266,0.01959667168557644,0.012594261206686497,0.016745571047067642,0.013643923215568066,0.014736310578882694,0.01767135038971901,0.017445417121052742,0.013797384686768055,0.01521096657961607,0.023894088342785835,0.014456535689532757,0.015359414741396904,0.019464509561657906,0.02148546651005745,0.0033104880712926388,0.01891283690929413,0.028729494661092758,0.017281783744692802,0.02499695122241974,0.007790702860802412,0.02586330845952034,0.012276850640773773,0.02329089678823948,0.01673058606684208
7,0.017744682729244232,0.015009943395853043,0.017857888713479042,0.017433062195777893,0.018327126279473305,0.012464986182749271,0.01692180708050728,0.013626954518258572,0.014872894622385502,0.018089260905981064,0.01736411452293396,0.013575457036495209,0.015130788087844849,0.02492583729326725,0.013994673267006874,0.015091776847839355,0.019913826137781143,0.020559893921017647,0.0035965077113360167,0.01879972033202648,0.029230589047074318,0.017539769411087036,0.02517138421535492,0.007636688183993101,0.026322662830352783,0.012242800556123257,0.021864663809537888,0.016269786283373833
8,0.01768897846341133,0.016193078830838203,0.01703990064561367,0.018089283257722855,0.018122361972928047,0.012373502366244793,0.017817053943872452,0.013322756625711918,0.013731664046645164,0.018367113545536995,0.01825728639960289,0.013319078832864761,0.0149044468998909,0.025281459093093872,0.015337811782956123,0.01489162351936102,0.01986699178814888,0.021093085408210754,0.0036343152169138193,0.018716536462306976,0.029237739741802216,0.017631741240620613,0.025118108838796616,0.007645697798579931,0.02632182277739048,0.01246431190520525,0.022221578285098076,0.016269560903310776
9,0.017825566232204437,0.01659228466451168,0.017240028828382492,0.017850475385785103,0.016496261581778526,0.012112808413803577,0.016592063009738922,0.013164105825126171,0.014635313302278519,0.01582099124789238,0.01890353485941887,0.01124913152307272,0.015204905532300472,0.0258974377065897,0.015547793358564377,0.014863966964185238,0.01958550326526165,0.020575378090143204,0.004642909858375788,0.018261751160025597,0.028131963685154915,0.01743636094033718,0.025203412398695946,0.007582853548228741,0.026464084163308144,0.012552067637443542,0.02161964401602745,0.014253880828619003
