,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,normal,anomaly,anomaly,anomaly,anomaly,anomaly,anomaly
0,0.0780535414814949,0.06743793934583664,0.06821507960557938,0.11191973835229874,0.11051575839519501,0.0689472034573555,0.07024164497852325,0.10453514754772186,0.0774969831109047,0.060709401965141296,0.09110133349895477,0.06856103241443634,0.08232332020998001,0.06328056007623672,0.07924243807792664,0.08754843473434448,0.08106371015310287,0.14890998601913452,0.07539570331573486,0.09571091085672379
1,0.067328080534935,0.05844125896692276,0.05755368992686272,0.0897844135761261,0.07179160416126251,0.061423614621162415,0.05887804552912712,0.07699761539697647,0.0714680552482605,0.04854840785264969,0.0812959149479866,0.06815630942583084,0.05692891776561737,0.0524967722594738,0.07709875702857971,0.07556216418743134,0.060717448592185974,0.1145378053188324,0.0690816268324852,0.06713186204433441
2,0.07179652154445648,0.05164531245827675,0.06280899047851562,0.09260132163763046,0.07885351032018661,0.058756038546562195,0.04708890616893768,0.0674029141664505,0.06819555908441544,0.04412713274359703,0.06815055757761002,0.06564846634864807,0.0655815377831459,0.056592077016830444,0.08038593828678131,0.07501140236854553,0.05470640957355499,0.12245043367147446,0.07404828816652298,0.06112005561590195
3,0.0720878541469574,0.054055292159318924,0.07623942941427231,0.07766114175319672,0.08322305977344513,0.06801560521125793,0.04765227437019348,0.07662437856197357,0.06134561821818352,0.040470995008945465,0.07252814620733261,0.07037947326898575,0.06532187759876251,0.04890976846218109,0.08084354549646378,0.07036160677671432,0.05835937336087227,0.1170925498008728,0.0813351422548294,0.06648968905210495
4,0.086170494556427,0.05316692963242531,0.06848981231451035,0.08845190703868866,0.07813873142004013,0.07315360754728317,0.05027076229453087,0.06903289258480072,0.06746426969766617,0.04523158818483353,0.05767372250556946,0.07538502663373947,0.061322152614593506,0.0429653562605381,0.08966422080993652,0.0647343099117279,0.0544419027864933,0.12487483769655228,0.06733261048793793,0.06074952706694603
5,0.07685963064432144,0.043318361043930054,0.05944245681166649,0.08869387209415436,0.07948305457830429,0.06162990629673004,0.04952453076839447,0.07466573268175125,0.05718177184462547,0.04966059327125549,0.060379158705472946,0.059944987297058105,0.0608641617000103,0.032985005527734756,0.07495676726102829,0.06438839435577393,0.06026260927319527,0.11252904683351517,0.07567988336086273,0.06499215960502625
6,0.07586139440536499,0.04386678710579872,0.06687307357788086,0.08360365033149719,0.0844508484005928,0.06424219906330109,0.049372367560863495,0.08048933744430542,0.05720018967986107,0.03791167959570885,0.0566362664103508,0.05445787310600281,0.0657760426402092,0.03619372099637985,0.07758864760398865,0.0787089392542839,0.050715357065200806,0.12099700421094894,0.06856509298086166,0.06771384924650192
7,0.06822136789560318,0.045029204338788986,0.055619869381189346,0.07256095856428146,0.07299220561981201,0.05815575644373894,0.044727716594934464,0.08170684427022934,0.05324062705039978,0.036991145461797714,0.0661546066403389,0.053960170596838,0.044948142021894455,0.02952076867222786,0.0663207545876503,0.07111591100692749,0.056002598255872726,0.11576312780380249,0.07218850404024124,0.07098805159330368
8,0.06339430809020996,0.045371752232313156,0.05833781883120537,0.06616538017988205,0.07871736586093903,0.05602707341313362,0.04645188897848129,0.061309345066547394,0.05040392279624939,0.041556645184755325,0.0528678372502327,0.049595385789871216,0.035592492669820786,0.028737787157297134,0.08118558675050735,0.06036176532506943,0.050140783190727234,0.11999243497848511,0.06281901895999908,0.061357103288173676
9,0.05958375707268715,0.04643310233950615,0.06315319240093231,0.07265356183052063,0.07425490021705627,0.05698816850781441,0.044473666697740555,0.061999015510082245,0.05348743870854378,0.03822880610823631,0.05175679549574852,0.04525218904018402,0.03604290634393692,0.024025417864322662,0.07062503695487976,0.05157921090722084,0.05356023833155632,0.10933130979537964,0.07195718586444855,0.06569080054759979
10,0.06321054697036743,0.04738829284906387,0.062280409038066864,0.07295536994934082,0.0812193751335144,0.05250553786754608,0.04899024963378906,0.05389918386936188,0.05094866082072258,0.034297097474336624,0.05363207310438156,0.04065963998436928,0.03583511710166931,0.031006839126348495,0.0752674862742424,0.05728457495570183,0.051782578229904175,0.11380848288536072,0.07067764550447464,0.06431502103805542
11,0.06416631489992142,0.050091199576854706,0.05746518820524216,0.0683937668800354,0.07420148700475693,0.05148265138268471,0.04618173837661743,0.059074632823467255,0.054465580731630325,0.03895029053092003,0.04723651334643364,0.041533395648002625,0.034449655562639236,0.02394564263522625,0.07493430376052856,0.057801272720098495,0.057755883783102036,0.12049607932567596,0.07151804864406586,0.06383104622364044
12,0.07018771767616272,0.04375535994768143,0.06225980445742607,0.07372887432575226,0.07420781999826431,0.04762003943324089,0.04908883199095726,0.05947379022836685,0.05411187559366226,0.04035725072026253,0.04385343939065933,0.04225150868296623,0.038731735199689865,0.03201089799404144,0.07336734980344772,0.05392094701528549,0.05139059200882912,0.11809341609477997,0.06674200296401978,0.060842957347631454
13,0.059403710067272186,0.04831152781844139,0.05322977527976036,0.07070626318454742,0.07249579578638077,0.053640641272068024,0.05070219933986664,0.058633074164390564,0.0534546822309494,0.040368590503931046,0.05030772462487221,0.045766424387693405,0.036945682018995285,0.03129014000296593,0.07706479728221893,0.05490827560424805,0.05242566019296646,0.10075195878744125,0.06766863912343979,0.06241475045681
14,0.0648440420627594,0.055310528725385666,0.0590161494910717,0.0740191861987114,0.08002655953168869,0.048271507024765015,0.04694525897502899,0.053156595677137375,0.052792832255363464,0.03830144554376602,0.04501976817846298,0.045911286026239395,0.042004115879535675,0.03653853014111519,0.07913903146982193,0.0556303970515728,0.04808991402387619,0.11637267470359802,0.05751373618841171,0.06223877891898155
15,0.06581930071115494,0.058323025703430176,0.05622268468141556,0.07247324287891388,0.07323869317770004,0.044964853674173355,0.04480986297130585,0.05228446424007416,0.054460346698760986,0.04040868580341339,0.051942627876996994,0.04370545968413353,0.04177270084619522,0.03166999667882919,0.07569057494401932,0.04859183728694916,0.054638832807540894,0.11677286773920059,0.05779504030942917,0.0708707794547081
16,0.06351659446954727,0.05124477297067642,0.056669969111680984,0.06629057973623276,0.07894593477249146,0.04679248109459877,0.05262371152639389,0.04259457066655159,0.04814716801047325,0.039294637739658356,0.05052276700735092,0.04560793191194534,0.036141376942396164,0.04064670205116272,0.08203138411045074,0.05511067062616348,0.05193767324090004,0.10914509743452072,0.05782841518521309,0.06425358355045319
17,0.060882844030857086,0.05681521072983742,0.049253497272729874,0.06928658485412598,0.0685860812664032,0.04978223517537117,0.04314963519573212,0.04980705678462982,0.050235647708177567,0.039379410445690155,0.0408889539539814,0.04435021057724953,0.0414462611079216,0.038318440318107605,0.06772496551275253,0.05464698374271393,0.048873960971832275,0.11671897768974304,0.05975428223609924,0.06588137894868851
18,0.06806252896785736,0.047881368547677994,0.05814357101917267,0.07709494233131409,0.08356454223394394,0.04408475011587143,0.047815561294555664,0.047067850828170776,0.05174940079450607,0.03403002768754959,0.04294781759381294,0.04431041330099106,0.045270197093486786,0.04289544001221657,0.06919706612825394,0.05873792618513107,0.0500260666012764,0.1093825027346611,0.059930220246315,0.05480559542775154
19,0.06208845227956772,0.050718456506729126,0.05038464069366455,0.0751417875289917,0.0813671126961708,0.04449329525232315,0.041411299258470535,0.04802927002310753,0.05177638679742813,0.03694142773747444,0.05349811539053917,0.042951758950948715,0.039917681366205215,0.03705144673585892,0.07186035811901093,0.056499581784009933,0.05704157426953316,0.11090746521949768,0.05706107243895531,0.0648598000407219
20,0.06775126606225967,0.0515412837266922,0.0642155259847641,0.07967811822891235,0.07897109538316727,0.04408694803714752,0.044307973235845566,0.05014185979962349,0.046567853540182114,0.04295732453465462,0.04994087293744087,0.045818030834198,0.045409440994262695,0.04159100353717804,0.07310061156749725,0.053243979811668396,0.05226109176874161,0.10665480047464371,0.053725793957710266,0.06426756083965302
21,0.0646984651684761,0.04482473060488701,0.055621255189180374,0.0768343061208725,0.08597322553396225,0.04741322994232178,0.044386349618434906,0.043691352009773254,0.05690828710794449,0.0374416820704937,0.055192574858665466,0.042376115918159485,0.04125339165329933,0.04703393206000328,0.05314239487051964,0.04867631942033768,0.05984869971871376,0.11376407742500305,0.06149953603744507,0.059795279055833817
