Counter(/clock),Mean_Consecutive(/clock),Counter(/host_diagnostic),Mean_Consecutive(/host_diagnostic),Counter(/joint_states),Mean_Consecutive(/joint_states),Counter(/kinect2/qhd/camera_info),Mean_Consecutive(/kinect2/qhd/camera_info),Counter(/kinect2/qhd/image_color/compressed),Mean_Consecutive(/kinect2/qhd/image_color/compressed),Counter(/kinect2/qhd/image_color/theora),Mean_Consecutive(/kinect2/qhd/image_color/theora),Counter(/mobile_base_controller/cmd_vel),Mean_Consecutive(/mobile_base_controller/cmd_vel),Counter(/mobile_base_controller/odom),Mean_Consecutive(/mobile_base_controller/odom),Counter(/move_base/NavfnROS/plan),Mean_Consecutive(/move_base/NavfnROS/plan),Counter(/move_base/TebLocalPlannerROS/global_plan),Mean_Consecutive(/move_base/TebLocalPlannerROS/global_plan),Counter(/move_base/TebLocalPlannerROS/local_plan),Mean_Consecutive(/move_base/TebLocalPlannerROS/local_plan),Counter(/move_base/TebLocalPlannerROS/teb_markers),Mean_Consecutive(/move_base/TebLocalPlannerROS/teb_markers),Counter(/move_base/TebLocalPlannerROS/teb_poses),Mean_Consecutive(/move_base/TebLocalPlannerROS/teb_poses),Counter(/move_base/feedback),Mean_Consecutive(/move_base/feedback),Counter(/move_base/global_costmap/footprint),Mean_Consecutive(/move_base/global_costmap/footprint),Counter(/move_base/local_costmap/costmap),Mean_Consecutive(/move_base/local_costmap/costmap),Counter(/move_base/local_costmap/costmap_updates),Mean_Consecutive(/move_base/local_costmap/costmap_updates),Counter(/move_base/local_costmap/footprint),Mean_Consecutive(/move_base/local_costmap/footprint),Counter(/move_base/status),Mean_Consecutive(/move_base/status),Counter(/nav_vel),Mean_Consecutive(/nav_vel),Counter(/node_diagnostic),Mean_Consecutive(/node_diagnostic),Counter(/odometry/filtered),Mean_Consecutive(/odometry/filtered),Counter(/pan_tilt_trajectory_controller/follow_joint_trajectory/status),Mean_Consecutive(/pan_tilt_trajectory_controller/follow_joint_trajectory/status),Counter(/pan_tilt_trajectory_controller/point_head_action/status),Mean_Consecutive(/pan_tilt_trajectory_controller/point_head_action/status),Counter(/pan_tilt_trajectory_controller/state),Mean_Consecutive(/pan_tilt_trajectory_controller/state),Counter(/particlecloud),Mean_Consecutive(/particlecloud),Counter(/scan),Mean_Consecutive(/scan),Counter(/tf),Mean_Consecutive(/tf),linear velocity x,angular velocity z,Threads(/amcl),MeanLoadCPU(/amcl),Threads(/twist_mux),MeanLoadCPU(/twist_mux),Threads(/robot_state_publisher),MeanLoadCPU(/robot_state_publisher),Threads(/move_base),MeanLoadCPU(/move_base),Threads(/map_odom_broadcaster),MeanLoadCPU(/map_odom_broadcaster),matansar(MaxCPU0),matansar(MinCPU0),matansar(MeanCPU0),matansar(StdCPU0),matansar(MaxCPU1),matansar(MinCPU1),matansar(MeanCPU1),matansar(StdCPU1),matansar(MaxCPU2),matansar(MinCPU2),matansar(MeanCPU2),matansar(StdCPU2),matansar(MaxCPU3),matansar(MinCPU3),matansar(MeanCPU3),matansar(StdCPU3)
880,0.001132103,2,0.550407887,45,0.022091183,14,0.068530541,8,0.112382139,9,0.113720477,4,0.219783624,46,0.021786377,0,0,4,0.22026062,4,0.220248063,8,0.09395412,4,0.219336987,4,0.219723701,5,0.221451283,1,0,1,0,4,0.221959988,5,0.221455514,4,0.219945351,20,0.029048895,26,0.037976122,5,0.223122716,4,0.222232739,45,0.022377751,3,0.450429559,9,0.111920357,121,0.008242408,0.086766972,0.15,8,7.477777905,6,4.322222286,6,5.422222243,11,13.31111124,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
917,0.001034462,2,0.54113698,45,0.020957687,12,0.069536903,9,0.108723879,9,0.108060867,5,0.214082539,45,0.021162342,0,0,4,0.217404366,5,0.214109242,10,0.095008002,4,0.216821988,5,0.214616001,4,0.216703653,2,0.643647194,1,0,5,0.213806987,4,0.216884295,5,0.213654757,20,0.028575998,27,0.035806454,4,0.217554331,5,0.213329494,45,0.021274274,2,0.434088945,9,0.106744111,113,0.008349706,0.082266688,0.15,8,6.86363645,6,3.209090926,6,5.227272814,11,16.04545446,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
953,0.000707764,2,0.545848846,47,0.014559829,12,0.057147546,10,0.071270996,10,0.074430678,4,0.17695268,47,0.014414585,0,0,5,0.132391512,4,0.175105015,8,0.075827428,5,0.131763279,4,0.173211734,5,0.136819243,0,0,3,0.233246922,5,0.168563724,5,0.13431251,4,0.175742706,20,0.029122215,30,0.023211866,5,0.149863958,5,0.159516275,48,0.014325893,2,0.511105776,10,0.074800544,128,0.005314857,0.064517218,0.15,8,6.266666624,6,3.26666673,6,5.033333355,11,13.50000011,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
849,0.001169817,1,0,43,0.022563117,10,0.07789278,8,0.11505614,8,0.119429554,4,0.228130023,43,0.022759023,0,0,4,0.228181283,4,0.22867767,8,0.09768612,4,0.226742665,5,0.235349,4,0.22268637,1,0,1,0,4,0.231968641,4,0.219716311,4,0.228231033,10,6.28E-05,25,0.038941165,4,0.228140672,4,0.231513659,42,0.023512265,1,0,8,0.117930004,111,0.008917082,0.249228176,0.15,8,7.450000127,6,4.566666762,6,6.366666635,11,13.9000001,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
838,0.00118048,2,0.611087084,40,0.023806358,12,0.073580178,9,0.1180076,8,0.11460386,5,0.2364555,42,0.023642459,0,0,5,0.236089528,5,0.236349046,10,0.10529391,5,0.236503482,4,0.235096057,5,0.238598228,1,0,1,0,4,0.233796676,5,0.23635751,5,0.236925721,20,0.032072996,25,0.04068621,4,0.236849308,4,0.23326532,42,0.023767611,2,0.60473299,8,0.117675713,112,0.008827566,0.271617457,0.15,8,40.72222137,6,2.633333312,6,3.777777778,11,17.59999996,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
879,0.00113754,2,0.545045853,46,0.021903176,10,0.087558243,9,0.112052381,9,0.110964864,4,0.217206637,44,0.022601,0,0,4,0.217217366,4,0.217542966,8,0.093412297,4,0.217128992,4,0.215739727,4,0.220405976,2,0.439266205,0,0,4,0.226082722,4,0.219880025,4,0.191738685,20,0.027216108,27,0.036933615,5,0.225555539,5,0.224734485,44,0.022876789,2,0.496524096,9,0.115867496,120,0.008365268,0.3,0.15,8,72.49090923,6,3.099999948,6,4.781818173,11,14.77272727,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
858,0.001165264,2,0.537055969,43,0.022699901,12,0.073018638,8,0.114496572,9,0.113392383,4,0.232958317,43,0.023400477,0,0,4,0.233999968,4,0.233627001,8,0.100167717,4,0.233551264,4,0.231980642,4,0.230398655,3,0.358726501,0,0,5,0.231604517,4,0.23585693,4,0.234414021,20,0.028329899,25,0.038647463,4,0.228322983,4,0.221567313,43,0.023420334,3,0.277108908,9,0.116026729,115,0.008576483,0.3,0.127094547,8,32.96000052,6,3.40999999,6,4.389999962,11,13.84999981,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
900,0.001106355,1,0,44,0.022134093,12,0.067864288,9,0.10922274,9,0.108973384,5,0.217972994,44,0.02212123,0,0,5,0.21751225,5,0.217243016,10,0.096914,5,0.217601538,5,0.218094766,5,0.223446965,2,0.448128939,0,0,4,0.218739351,5,0.219995022,5,0.218617022,10,0.000709984,28,0.036972585,5,0.22158128,4,0.222797712,45,0.022131226,2,0.435050964,9,0.110656351,118,0.008531077,0.3,-0.083336446,8,6.999999809,6,3.960000038,6,5.7,11,16.36000004,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
857,0.00111488,2,0.545612812,43,0.022336307,14,0.069620298,9,0.113577366,8,0.114904438,4,0.222069025,43,0.022340099,0,0,4,0.22070535,4,0.220261335,8,0.094176292,4,0.222005685,4,0.220854362,4,0.240829627,2,0.427679062,0,0,4,0.223394712,4,0.224924962,4,0.222440004,20,0.02878558,25,0.037966291,4,0.226699273,5,0.226505756,43,0.022500691,1,0,8,0.113454138,110,0.008599275,0.3,-0.15,8,8.830000114,6,3.630000019,6,4.590000057,11,15.34000025,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
839,0.000702838,2,0.436414957,42,0.013786682,10,0.058119986,8,0.075957707,9,0.070663393,4,0.124983629,42,0.014556565,0,0,4,0.124686639,4,0.12487634,8,0.053977149,4,0.125024001,4,0.121841669,4,0.133653959,3,0.281209111,0,0,5,0.140836239,4,0.129444997,4,0.125199954,20,0.023171425,25,0.02396067,4,0.160418272,4,0.175717672,42,0.014293485,3,0.275398016,9,0.072130978,111,0.005432183,0.266038136,-0.15,8,77.60999889,6,3.330000019,6,5.130000019,11,13.26000009,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
857,0.001140612,1,0,42,0.023444705,16,0.05641373,9,0.120592862,8,0.118584156,5,0.23614496,43,0.022681407,0,0,5,0.236338735,5,0.236709476,10,0.105459213,5,0.237100482,5,0.2348755,5,0.2301355,2,0.239171028,1,0,4,0.235489368,5,0.234722257,5,0.236632943,10,0.001378006,26,0.038194637,4,0.236784299,4,0.230909983,43,0.023538289,3,0.288223505,8,0.115565436,108,0.008809279,-0.018951858,-0.15,8,88.14999962,6,0,6,2.075000048,11,14.52499986,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
897,0.001110092,2,0.553495169,45,0.021788115,12,0.060957258,9,0.110986382,9,0.111351877,4,0.220265309,44,0.022234002,0,0,4,0.220389287,4,0.220268011,8,0.092766864,4,0.220180353,4,0.217860301,4,0.21859169,0,0,2,0.428811073,4,0.219461997,4,0.217786709,4,0.220182657,20,0.029292797,26,0.038142681,5,0.218809724,5,0.221187234,45,0.022179728,2,0.398015022,9,0.11022076,112,0.008692353,-0.1001,-0.15,8,35.58999939,6,4.450000048,6,5.460000134,11,15.3500001,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
956,0.001045999,2,0.521806002,48,0.020600086,12,0.066463557,9,0.104799628,10,0.105780098,5,0.210248768,48,0.020472978,0,0,5,0.20985198,5,0.210022986,10,0.093251546,5,0.210085273,5,0.211212754,5,0.207057714,0,0,2,0.428406,5,0.21250999,5,0.21020025,5,0.209882021,20,0.027471103,30,0.034036373,5,0.206272006,4,0.210174402,47,0.020997742,2,0.627712965,10,0.105181879,124,0.008097747,-0.1001,-0.15,8,6.763636416,6,3.472727342,6,5,11,15.00909094,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
855,0.001170295,2,0.592490196,43,0.022938359,12,0.074466272,9,0.116604745,8,0.117196015,4,0.234489997,43,0.023128861,0,0,4,0.23262763,4,0.23261102,8,0.099749735,4,0.234385649,4,0.228870312,4,0.238073031,0,0,3,0.351123929,4,0.234238307,4,0.234425942,4,0.233549277,20,0.031259374,25,0.03904296,4,0.24141264,5,0.235705495,43,0.023456528,1,0,8,0.117667879,116,0.008415191,-0.1001,-0.15,8,30.89999971,6,3.560000038,6,4.419999981,11,15.88999987,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
824,0.001213738,2,0.599034071,41,0.024160177,12,0.077395829,8,0.120542867,9,0.12246713,4,0.239142656,41,0.0238051,0,0,4,0.239333709,4,0.239096006,8,0.102462462,4,0.239238342,4,0.240586281,4,0.24278005,1,0,1,0,5,0.242634237,4,0.241111358,4,0.239284039,20,0.031516263,25,0.040769378,4,0.239572684,4,0.245333672,41,0.024238926,2,0.424603939,9,0.121093124,103,0.009520715,-0.088169399,-0.15,8,66.58888923,6,2.988888847,6,4.511111101,11,11.87777768,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
882,0.001134249,1,0,45,0.022133616,12,0.081687277,9,0.111505121,9,0.110055,5,0.229209483,45,0.022072933,0,0,5,0.229303539,5,0.229176044,10,0.103657881,5,0.229176521,5,0.233303964,5,0.226441205,1,0,2,0.22419095,4,0.230435054,5,0.22907275,5,0.229015708,10,0.000387457,26,0.038259125,4,0.22898372,4,0.230515957,45,0.022632951,3,0.307802916,8,0.111384698,126,0.007965719,-0.071437808,-0.15,8,73.84000015,6,3.439999962,6,5.459999847,11,12.4,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
892,0.001120322,2,0.57662797,44,0.021850763,14,0.061537688,9,0.112408996,9,0.10904038,4,0.226776361,43,0.022276333,0,0,4,0.226214329,4,0.226433674,8,0.097155878,4,0.226406972,4,0.229052305,4,0.227601687,0,0,2,0.57304287,4,0.230271975,4,0.224023978,4,0.226793369,20,0.030728102,27,0.036143541,5,0.225092232,5,0.225343525,44,0.022383956,2,0.530267954,9,0.113112986,110,0.009042698,-0.065479714,-0.15,8,19.59999971,6,3.290000057,6,4.510000086,11,14.2,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
923,0.00107412,2,0.539995909,47,0.021009953,12,0.078977,9,0.108416259,9,0.109044254,5,0.214199007,47,0.020863891,0,0,5,0.214245975,5,0.214336514,10,0.098130888,5,0.21414876,5,0.215785265,5,0.217438698,2,0.863160133,1,0,5,0.215793967,5,0.216021001,5,0.214106977,20,0.028866266,28,0.036232445,5,0.211656272,4,0.215953271,47,0.02146285,3,0.452363968,10,0.107189761,123,0.008140582,-0.075589657,-0.15,8,6.872727394,6,3.590909091,6,5.200000069,11,12.74545453,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
918,0.001086901,2,0.565922022,46,0.021571514,12,0.061793544,9,0.11022687,9,0.111353606,4,0.219299714,46,0.021625688,0,0,4,0.219372352,4,0.219444354,8,0.094193424,4,0.2196304,4,0.219723066,4,0.223974705,0,0,3,0.443898439,5,0.221395254,4,0.221017679,4,0.219327609,20,0.029804468,27,0.035835083,4,0.223233938,5,0.222141266,45,0.022024138,2,0.481170893,9,0.111041874,123,0.008165197,-0.079901088,-0.15,8,6.977777799,6,4.144444466,6,4.066666709,11,12.08888902,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
919,0.001087037,2,0.54839921,45,0.021417704,14,0.065745996,9,0.107933253,9,0.107820898,5,0.21632427,47,0.02114891,0,0,5,0.216448009,5,0.216456473,10,0.096817202,5,0.216455758,5,0.217041254,5,0.215157032,2,0.440489054,0,0,4,0.217886289,5,0.214884281,5,0.216506004,20,0.02917227,27,0.036803612,5,0.216573477,4,0.217038314,46,0.021823841,2,0.416304111,9,0.107876509,119,0.008247517,-0.1001,-0.15,8,5.881818251,6,2.527272745,6,6.245454702,11,13.56363643,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
938,0.001061406,1,0,47,0.020865021,14,0.065992539,10,0.107356336,9,0.108415872,5,0.213664532,47,0.021038149,0,0,4,0.218921343,4,0.218420664,8,0.093644994,4,0.218459686,5,0.214049995,5,0.211126447,1,0,2,0.416352034,5,0.212991238,5,0.213754475,5,0.213659227,10,0.001087666,29,0.03484479,4,0.212852716,5,0.213992238,47,0.021544063,3,0.451618552,9,0.106655866,122,0.008148363,0,0,8,6.900000095,6,4.674999952,6,4.575000048,11,11.79999995,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
915,0.001092006,2,0.54523778,47,0.021476455,12,0.059103164,9,0.108489484,10,0.107097679,2,0.732223034,45,0.021284792,2,2.50E-05,1,0,1,0,2,0.006042004,1,0,3,0.352662086,4,0.213364999,0,0,2,0.429479122,5,0.216641486,6,0.13248558,2,0.727438927,20,0.029379167,28,0.036215402,5,0.217912018,5,0.216750503,46,0.021593089,0,0,10,0.107387437,113,0.008836965,-0.097883035,-0.107300037,8,6.670000076,6,3.539999962,6,4.890000057,11,11.6000001,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
908,0.00108896,2,0.561495066,45,0.021729957,14,0.069151071,9,0.112458646,9,0.112211734,4,0.22144866,46,0.021729422,0,0,4,0.218560696,5,0.216995716,8,0.09583371,4,0.221575658,5,0.217436492,5,0.222167253,0,0,2,0.453099966,4,0.224797328,5,0.221406519,4,0.22208031,20,0.030206116,27,0.036471119,4,0.221789996,4,0.223982334,45,0.022039728,2,0.455662966,9,0.10862264,115,0.008555429,-0.087607725,-0.15,8,6.063636433,6,3.300000017,6,6.118181836,11,19.54545463,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
845,0.001179497,2,0.591943979,42,0.023729272,12,0.075741725,9,0.11890775,8,0.119856732,5,0.236180246,43,0.02295007,0,0,5,0.236426711,4,0.237727006,10,0.10612411,5,0.23603195,4,0.241702318,4,0.245296001,1,0,1,0,4,0.237726688,4,0.24276797,5,0.235697508,20,0.031895098,25,0.039929837,5,0.236279488,4,0.237775644,43,0.023714071,2,0.523155212,8,0.118524688,107,0.009172651,-0.060460327,-0.15,8,42.60999985,6,2.75,6,3.569999981,11,15.1500001,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
774,0.001168607,1,0,39,0.023051952,8,0.086230857,7,0.123761853,8,0.126914569,4,0.235237996,37,0.023417751,0,0,4,0.235654672,4,0.234906356,8,0.100948879,4,0.236013333,4,0.239912351,4,0.236326694,0,0,2,0.465461016,4,0.236860355,4,0.240114371,4,0.235571384,10,0.002260553,23,0.038936095,4,0.235299985,4,0.23440361,38,0.023567677,1,0,8,0.120121717,104,0.008739573,-0.042879498,-0.15,8,71.19999924,6,3.2,6,5.019999886,11,13.58000011,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
913,0.000741277,2,0.295448065,46,0.015158002,10,0.049347454,9,0.071127236,9,0.079253256,4,0.175853968,46,0.014621894,0,0,4,0.174810012,4,0.175472657,8,0.075536694,4,0.175332308,4,0.172731638,4,0.160125653,1,0,2,0.458409071,5,0.155619979,4,0.15555803,4,0.175418933,20,0.015546159,27,0.025229995,4,0.180437644,5,0.145965993,46,0.015091779,2,0.180269003,9,0.082256854,117,0.005803881,0.078884114,-0.15,8,53.72999997,6,3.45,6,4.920000029,11,12.63000011,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
829,0.001204566,2,0.641426086,40,0.023899488,16,0.064366134,9,0.119539261,8,0.121006012,4,0.253126939,41,0.023989075,0,0,4,0.252183994,4,0.252679348,8,0.108942747,4,0.253164689,4,0.252629677,4,0.25620532,0,0,2,0.502254009,4,0.249440352,5,0.242719948,4,0.254484653,20,0.033788794,26,0.039329443,4,0.250849009,4,0.249660333,41,0.024151105,2,0.605419159,8,0.121792419,107,0.009342189,0.18382981,-0.15,8,46.80999985,6,3.20999999,6,4.35999999,11,13.76000013,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
820,0.001196105,2,0.55211401,44,0.022857211,10,0.062076992,8,0.113087143,9,0.115922511,5,0.233636737,43,0.023349643,0,0,5,0.23373425,5,0.233893752,10,0.104767217,5,0.233587444,5,0.23378247,5,0.236103952,1,0,1,0,4,0.229281028,4,0.223167737,5,0.234142005,11,0.055243111,25,0.03967609,4,0.235314051,4,0.2313296,43,0.023343546,2,0.512229919,9,0.114879757,111,0.008779699,0.20085215,-0.15,8,46.6699996,6,3.340000057,6,5.639999962,11,13.32000027,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
919,0.001084555,1,0,44,0.022415538,10,0.088672876,9,0.116393507,9,0.117204607,4,0.224782308,45,0.022390637,0,0,4,0.223685662,4,0.225411971,8,0.096517018,4,0.225500981,4,0.227488677,4,0.229737361,2,0.644320965,1,0,5,0.227555513,4,0.226358016,4,0.224812349,19,0.030899392,26,0.037129602,5,0.22840929,5,0.229600251,44,0.022699838,3,0.317937016,8,0.116389547,110,0.008966487,0.244451547,-0.15,8,58.97500038,6,2.911111143,6,3.977777799,11,11.36666669,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
885,0.001126108,2,0.54605794,44,0.021942349,16,0.059690189,9,0.111862749,9,0.112647116,4,0.219647646,44,0.021927024,0,0,4,0.222114325,4,0.219963948,8,0.094270979,4,0.220609665,4,0.224245707,5,0.223798513,2,0.466402054,0,0,4,0.224765301,5,0.223030448,4,0.22036767,20,0.029307629,28,0.036671038,4,0.22243166,4,0.219887018,45,0.02243948,2,0.493005037,9,0.113084108,113,0.008846562,0.263488356,-0.15,8,7,6,4.209090926,6,6.063636346,11,15.4272728,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
628,0.001088321,1,0,31,0.021499435,8,0.062620708,6,0.1076756,6,0.109211636,4,0.214221636,31,0.021399029,0,0,4,0.218021949,4,0.215603669,8,0.092375721,4,0.215140343,4,0.215161721,3,0.21863091,1,0,0,0,3,0.219460487,3,0.21775496,4,0.216215054,10,0.000193675,18,0.037470705,4,0.217890342,3,0.218325973,31,0.021670198,1,0,7,0.107266823,77,0.008402646,0.277540365,-0.15,8,6.399999857,6,2.075000048,6,4.399999857,11,11.07500005,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
1099,0.00076878,3,0.411547422,54,0.015524207,16,0.051001136,11,0.07751379,11,0.079650307,5,0.178820252,54,0.015503114,0,0,5,0.176349998,5,0.179832995,10,0.079332431,5,0.177874744,5,0.177047491,5,0.167727232,3,0.414127469,1,0,6,0.165334368,5,0.162007272,5,0.178638279,30,0.028518479,33,0.025790162,5,0.185109973,6,0.157229996,55,0.015665279,3,0.387722492,10,0.081917763,146,0.005824967,0.3,-0.15,8,42.45333347,6,3.399999968,6,4.580000019,11,12.13333333,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
876,0.001135963,1,0,46,0.022033575,12,0.064154993,9,0.116012365,9,0.115563869,4,0.231120666,46,0.02203171,0,0,4,0.230641286,4,0.230844021,8,0.098877839,4,0.231104294,4,0.234120051,5,0.227956772,2,0.472657919,0,0,4,0.23341767,5,0.227768481,4,0.230822007,10,6.42E-05,27,0.037553815,4,0.230171998,4,0.236045996,44,0.022600656,2,0.440469027,9,0.115292639,111,0.008896945,0.3,-0.15,8,65.64000053,6,1.739999962,6,5.720000076,11,13.72000008,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
926,0.001070788,2,0.543976068,44,0.021643323,12,0.067749435,9,0.108647227,9,0.109855384,5,0.220258772,44,0.021474001,0,0,5,0.219649017,5,0.220593035,10,0.098670456,5,0.220236957,5,0.219964504,4,0.217618624,2,0.434435129,0,0,5,0.215815485,4,0.214800358,5,0.220144749,20,0.028965787,27,0.036303227,5,0.216875792,5,0.214688957,46,0.021660291,3,0.429934025,9,0.109238148,116,0.008397053,0.3,-0.149788526,8,34.12999964,6,3.95,6,3.569999981,11,11.88999987,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
869,0.001141677,2,0.548417091,44,0.022536888,12,0.071652629,9,0.114286512,9,0.113844126,4,0.223712683,44,0.022415161,0,0,4,0.227353652,4,0.226450284,8,0.097553866,4,0.226341327,4,0.227857272,5,0.228921711,2,0.445798159,0,0,4,0.228399992,5,0.229645014,4,0.226691008,20,0.029025115,26,0.03850688,4,0.22663935,4,0.225431681,44,0.022653907,2,0.420939207,9,0.115389377,114,0.008733743,0.3,0.008158981,8,15.17272741,6,3.43636374,6,4.818181818,11,13.37272748,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
905,0.001104577,2,0.563156843,45,0.021634156,14,0.068148154,9,0.110640883,9,0.109914631,5,0.224906743,46,0.021641133,0,0,5,0.224480987,5,0.224794447,10,0.100031217,5,0.224831998,5,0.221542239,4,0.225990295,3,0.4405756,0,0,5,0.219910502,4,0.223341624,5,0.224270523,20,0.030069426,28,0.036162447,5,0.219947279,5,0.219661236,45,0.021946977,2,0.473355055,9,0.110740632,112,0.008821234,0.3,0.15,8,24.76999998,6,3.470000029,6,5.350000048,11,11.68999996,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
715,0.001086927,1,0,36,0.021010174,10,0.075021346,7,0.111602982,6,0.110765791,4,0.220461686,36,0.022144372,0,0,3,0.222579956,4,0.220227321,7,0.110490163,4,0.220774333,4,0.218881687,4,0.22019132,1,0,0,0,3,0.219255567,4,0.221631686,4,0.220312039,10,0.000330766,20,0.037633055,3,0.223061919,3,0.224273562,36,0.021999005,1,0,7,0.109558503,93,0.008312337,0.3,0.080241109,8,24.90000033,6,4.600000143,6,4.450000048,11,13.9000001,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
