Counter(/clock),Mean_Consecutive(/clock),Counter(/host_diagnostic),Mean_Consecutive(/host_diagnostic),Counter(/joint_states),Mean_Consecutive(/joint_states),Counter(/kinect2/qhd/camera_info),Mean_Consecutive(/kinect2/qhd/camera_info),Counter(/kinect2/qhd/image_color/compressed),Mean_Consecutive(/kinect2/qhd/image_color/compressed),Counter(/kinect2/qhd/image_color/theora),Mean_Consecutive(/kinect2/qhd/image_color/theora),Counter(/mobile_base_controller/cmd_vel),Mean_Consecutive(/mobile_base_controller/cmd_vel),Counter(/mobile_base_controller/odom),Mean_Consecutive(/mobile_base_controller/odom),Counter(/move_base/NavfnROS/plan),Mean_Consecutive(/move_base/NavfnROS/plan),Counter(/move_base/TebLocalPlannerROS/global_plan),Mean_Consecutive(/move_base/TebLocalPlannerROS/global_plan),Counter(/move_base/TebLocalPlannerROS/local_plan),Mean_Consecutive(/move_base/TebLocalPlannerROS/local_plan),Counter(/move_base/TebLocalPlannerROS/teb_markers),Mean_Consecutive(/move_base/TebLocalPlannerROS/teb_markers),Counter(/move_base/TebLocalPlannerROS/teb_poses),Mean_Consecutive(/move_base/TebLocalPlannerROS/teb_poses),Counter(/move_base/feedback),Mean_Consecutive(/move_base/feedback),Counter(/move_base/global_costmap/footprint),Mean_Consecutive(/move_base/global_costmap/footprint),Counter(/move_base/local_costmap/costmap),Mean_Consecutive(/move_base/local_costmap/costmap),Counter(/move_base/local_costmap/costmap_updates),Mean_Consecutive(/move_base/local_costmap/costmap_updates),Counter(/move_base/local_costmap/footprint),Mean_Consecutive(/move_base/local_costmap/footprint),Counter(/move_base/status),Mean_Consecutive(/move_base/status),Counter(/nav_vel),Mean_Consecutive(/nav_vel),Counter(/node_diagnostic),Mean_Consecutive(/node_diagnostic),Counter(/odometry/filtered),Mean_Consecutive(/odometry/filtered),Counter(/pan_tilt_trajectory_controller/follow_joint_trajectory/status),Mean_Consecutive(/pan_tilt_trajectory_controller/follow_joint_trajectory/status),Counter(/pan_tilt_trajectory_controller/point_head_action/status),Mean_Consecutive(/pan_tilt_trajectory_controller/point_head_action/status),Counter(/pan_tilt_trajectory_controller/state),Mean_Consecutive(/pan_tilt_trajectory_controller/state),Counter(/particlecloud),Mean_Consecutive(/particlecloud),Counter(/scan),Mean_Consecutive(/scan),Counter(/tf),Mean_Consecutive(/tf),linear velocity x,angular velocity z,Threads(/amcl),MeanLoadCPU(/amcl),Threads(/twist_mux),MeanLoadCPU(/twist_mux),Threads(/robot_state_publisher),MeanLoadCPU(/robot_state_publisher),Threads(/move_base),MeanLoadCPU(/move_base),Threads(/map_odom_broadcaster),MeanLoadCPU(/map_odom_broadcaster),matansar(MaxCPU0),matansar(MinCPU0),matansar(MeanCPU0),matansar(StdCPU0),matansar(MaxCPU1),matansar(MinCPU1),matansar(MeanCPU1),matansar(StdCPU1),matansar(MaxCPU2),matansar(MinCPU2),matansar(MeanCPU2),matansar(StdCPU2),matansar(MaxCPU3),matansar(MinCPU3),matansar(MeanCPU3),matansar(StdCPU3)
947,0.001054655,2,0.532766819,47,0.021126778,12,0.066654357,9,0.105250865,9,0.105536133,4,0.212062677,47,0.021043829,0,0,5,0.212569714,4,0.211793661,8,0.090741158,4,0.211881002,4,0.210366726,4,0.211328348,2,0.424923182,0,0,5,0.213008761,4,0.214015961,4,0.212098281,20,0.028239526,29,0.034144964,5,0.212960005,5,0.213503003,48,0.021106512,2,0.460771084,10,0.105657657,118,0.008481855,0.119941653,-0.15,8,6.690000057,6,2.760000038,6,4.600000095,11,15.46000023,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
957,0.001045155,2,0.534459114,47,0.020271612,14,0.064538387,10,0.104727772,10,0.104625569,5,0.211006284,47,0.020354608,0,0,5,0.211404979,5,0.211369276,10,0.093718317,5,0.211416721,5,0.210486472,5,0.210190713,2,0.625647783,1,0,5,0.20949477,5,0.210115016,5,0.211192727,20,0.028463527,27,0.035545349,5,0.2115255,5,0.209229767,48,0.020934871,3,0.40673399,9,0.105451494,121,0.008150649,-0.030380956,-0.15,8,7.790000057,6,3.820000076,6,4.630000019,11.5,13.67000017,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
923,0.001083293,2,0.547637939,47,0.021253327,12,0.079474081,9,0.109295398,9,0.107674241,5,0.217036009,47,0.021163329,0,0,5,0.217822492,5,0.217022777,10,0.09656922,5,0.216996491,5,0.218766987,5,0.217472494,0,0,2,0.43039012,4,0.220574299,5,0.217372239,5,0.218203723,20,0.029015943,28,0.035711006,4,0.215381304,4,0.22115469,46,0.021651909,2,0.396184921,10,0.108345773,113,0.008726124,0.229408434,-0.15,8,6.672727411,6,3.336363706,6,6.027272831,11,16.62727269,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
934,0.001071573,1,0,47,0.021059041,16,0.063922596,10,0.106910679,9,0.10705176,4,0.216367404,47,0.021049432,0,0,4,0.216813008,4,0.216562986,8,0.093092987,4,0.216042598,4,0.216800292,4,0.221460342,2,0.860141993,1,0,5,0.215287983,4,0.217827956,4,0.216124058,10,4.66E-06,29,0.034665576,5,0.216734529,5,0.216483474,47,0.02142659,2,0.440282106,9,0.107824862,114,0.008611291,0.014114915,-0.15,8,5.7,6,3.639999962,6,5.720000076,11,14.8,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
829,0.001073222,2,0.530262947,42,0.02072678,12,0.069532264,8,0.110037565,8,0.107168572,4,0.213698308,42,0.021012923,0,0,4,0.215195974,4,0.214666287,8,0.09156629,4,0.213288387,5,0.214384496,5,0.214333713,0,0,2,0.444732904,4,0.218354066,5,0.217278242,4,0.213713408,20,0.028114269,25,0.035531799,4,0.217101336,4,0.217960676,41,0.021438646,2,0.413233995,8,0.10761043,104,0.008502291,0.103279264,-0.15,8,8.188888974,6,3.200000021,6,4.333333333,11.5,15.24444453,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
971,0.000978651,2,0.563188791,48,0.019789341,12,0.073949727,10,0.10520943,10,0.096328868,5,0.191916764,48,0.019722573,0,0,5,0.191000521,5,0.192377508,10,0.084845649,5,0.19067347,4,0.225148678,4,0.229604006,1,0,1,0,5,0.221380711,4,0.22941637,5,0.191834509,20,0.029913313,29,0.033681716,5,0.20312053,5,0.211776257,49,0.019812167,2,0.604752064,10,0.100223117,125,0.007457839,0.255265289,-0.15,8,27.31999941,6,4.270000029,6,5.280000019,11.5,15.23000002,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
805,0.001243192,2,0.618519068,41,0.024467152,10,0.081076993,8,0.119073868,8,0.12226115,4,0.239197731,41,0.024460727,0,0,4,0.239457687,4,0.239329974,8,0.102488279,4,0.239236355,4,0.24051404,4,0.233285983,2,0.48350215,0,0,4,0.243360678,4,0.232978662,4,0.239135663,20,0.032245787,24,0.039653871,4,0.241329034,4,0.244234324,40,0.024524615,2,0.499233961,8,0.119977713,106,0.009454105,0.291188402,-0.15,8,67.37272661,6,3.290909117,6,4.672727368,11.5,14.37272731,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
868,0.001147296,1,0,43,0.022773623,12,0.059903817,8,0.095496723,9,0.118199378,5,0.229396522,43,0.022876092,0,0,5,0.229227006,5,0.228997231,10,0.101732228,5,0.22837323,5,0.228423238,5,0.230572462,3,0.307235003,0,0,4,0.205207666,5,0.229449272,5,0.229172766,10,0.000460015,27,0.038183808,5,0.228939235,4,0.191981634,43,0.022922573,3,0.208738565,9,0.11357823,114,0.0087937,0.3,0.050474156,8,71.38000069,6,2.739999962,6,4.739999962,11,15.71999989,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
963,0.001029938,2,0.520286798,49,0.020158624,18,0.055298707,10,0.10451089,10,0.105172237,4,0.207261006,47,0.019910714,0,0,4,0.207412322,4,0.207064946,8,0.088920832,5,0.205645025,5,0.206139982,5,0.205008745,3,0.311928511,0,0,5,0.206790984,5,0.207072735,4,0.207247019,20,0.027431789,28,0.034516961,4,0.208089352,5,0.207294762,49,0.020726065,3,0.412275553,9,0.103350013,123,0.00802319,0.3,0.050153216,8,10.33333365,6,3.011111154,6,5.066666815,12,16.9333335,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
963,0.001029053,2,0.54184413,46,0.020587089,10,0.082012892,9,0.104044259,9,0.102544367,5,0.209426284,49,0.020351668,0,0,5,0.210593462,5,0.209479451,10,0.093326436,5,0.210014701,4,0.205088615,4,0.206308285,3,0.305600047,0,0,5,0.20816648,4,0.21055603,5,0.209937513,20,0.028813324,29,0.035590146,5,0.207097232,5,0.20816803,47,0.020803306,2,0.406869173,10,0.104204204,124,0.007869837,0.3,-0.052649824,8,7.650000095,6,4.070000076,6,4.870000076,11.5,17.28000021,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
932,0.001072767,2,0.531610012,47,0.021218347,12,0.078118823,10,0.10686432,10,0.106768317,5,0.213280976,47,0.021216652,0,0,5,0.212721229,5,0.213284016,10,0.094912344,5,0.213070512,5,0.214923978,5,0.21470201,1,0,2,0.640296936,4,0.213511308,5,0.215119779,5,0.213351786,20,0.028018211,27,0.035746235,5,0.214928031,5,0.216117263,47,0.021499432,2,0.413266182,9,0.107206762,119,0.008414923,0.3,-0.051577365,8,6.309091048,6,3.400000052,6,5.072727377,12,19.00909112,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
918,0.001074693,2,0.536793947,47,0.021210131,16,0.05717659,9,0.108687878,9,0.107600272,5,0.212626457,46,0.020906093,0,0,5,0.210481226,5,0.212794483,10,0.094626771,5,0.212760508,5,0.212585747,5,0.214170992,2,0.42880702,0,0,5,0.215273738,5,0.213863492,5,0.212759972,20,0.028419733,29,0.034575326,4,0.214946667,4,0.212269306,46,0.021571064,3,0.427326918,9,0.107223511,116,0.008454947,0.3,-0.050183208,8,7.388888889,6,3.166666667,6,5.266666624,11.5,14.9333335,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
949,0.001053946,2,0.531256914,46,0.020710399,14,0.065813376,10,0.106267664,9,0.106817633,4,0.214470704,47,0.020954588,0,0,4,0.215693315,4,0.214473009,8,0.091846704,4,0.215274652,4,0.21490701,4,0.210843325,3,0.427852988,0,0,5,0.213864982,4,0.217199326,4,0.215136687,20,0.028599049,28,0.036286451,5,0.212801754,5,0.214621723,47,0.021190695,2,0.397636175,10,0.106086651,119,0.008211881,0.3,-0.00167105,8,6.750000095,6,3.920000076,6,4.669999981,11.5,16.1500001,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
940,0.001062836,2,0.535248995,48,0.020836338,12,0.077299096,9,0.107226998,10,0.105321672,5,0.212924957,47,0.021049437,0,0,5,0.213448048,5,0.212965012,10,0.094675329,5,0.214258254,5,0.211444736,5,0.209934711,2,0.430591822,0,0,5,0.212190986,5,0.212374747,5,0.212850749,20,0.028198368,29,0.034080923,5,0.213444233,5,0.211860001,48,0.02109449,2,0.386939049,9,0.106571734,117,0.008499302,0.3,-0.031436997,8,7.540000057,6,3.610000038,6,4.659999943,11.5,15.9999999,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
931,0.001057628,2,0.535131931,46,0.021499687,14,0.057823603,9,0.106855005,9,0.107368112,5,0.214842021,46,0.021318266,0,0,5,0.215271771,5,0.215526521,10,0.095653984,5,0.214824736,5,0.215696216,5,0.213048518,2,0.274638891,0,0,4,0.162539005,5,0.214815736,5,0.215337276,20,0.028369991,27,0.036014539,5,0.214326739,4,0.212852001,46,0.021616242,3,0.431850076,10,0.108460665,117,0.008443534,0.3,-0.035751005,8,5.990909143,6,3.35454542,6,6.045454545,11.5,18.22727264,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
981,0.001018353,1,0,49,0.020169124,16,0.061179193,10,0.100864119,10,0.102336009,5,0.204779029,50,0.019762146,0,0,5,0.204551518,5,0.204563022,10,0.090859784,5,0.203514218,5,0.203411758,5,0.20528245,3,0.409260988,0,0,5,0.204488039,5,0.206029296,5,0.204208732,17,0.032871008,30,0.03406731,4,0.206539392,5,0.201956749,49,0.0203635,2,0.412561893,9,0.102387875,127,0.007880349,0.3,-0.032849786,8,6.780000019,6,5.400000095,6,4.940000057,11,13.85000019,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
953,0.001048105,2,0.528568029,47,0.021014716,16,0.063372135,9,0.104701489,9,0.10505265,4,0.21287934,46,0.020644199,0,0,4,0.212054014,4,0.211583296,8,0.090958152,4,0.212414026,4,0.213335991,4,0.213503679,2,0.421657801,1,0,5,0.212121785,4,0.21400102,4,0.21288228,13,0.044591427,27,0.035760192,5,0.209970236,5,0.211315513,48,0.021017465,3,0.424913526,10,0.104819112,115,0.008566781,0.3,0.003209579,8,7.980000114,6,3.42727271,6,4.080000114,11,11.31999969,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
950,0.001049025,2,0.511662006,48,0.020423788,12,0.065627813,10,0.103294346,10,0.104687214,5,0.209956229,48,0.020426258,0,0,5,0.209221959,5,0.210078776,10,0.094101005,5,0.209995985,5,0.208441257,5,0.212228239,2,0.423540115,0,0,5,0.208651483,5,0.210765481,5,0.209721029,20,0.026913957,29,0.034396538,5,0.206899762,5,0.208676517,47,0.02074959,2,0.39485693,9,0.103142619,122,0.008240256,0.3,-0.058295445,8,7.377777841,6,3.022222307,6,6.466666751,11,13.85555564,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
905,0.001087309,2,0.52086401,47,0.021454982,13,0.078010996,9,0.105750144,9,0.105015755,5,0.212618291,47,0.021150345,0,0,5,0.212452471,5,0.21198976,10,0.094716761,5,0.212412953,5,0.211064994,5,0.213619769,2,0.424037218,0,0,4,0.216216644,5,0.214653492,5,0.212737978,20,0.027476587,29,0.034581218,5,0.211562991,4,0.214069366,47,0.021384022,2,0.379576921,10,0.10702867,117,0.008359225,0.3,0.051405112,8,7.010000038,6,4,6,4.7,11,13.59999981,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
985,0.00101541,2,0.503712177,48,0.021000639,13,0.078310827,10,0.104441007,10,0.105154779,5,0.205597222,48,0.020514448,0,0,5,0.205925524,5,0.205487728,10,0.091818783,5,0.206164002,5,0.207296252,5,0.207906246,3,0.423154473,0,0,5,0.211673737,5,0.207313001,5,0.206204236,20,0.026787582,28,0.035711624,4,0.206710339,5,0.210812271,48,0.021140444,3,0.41731143,9,0.105747253,117,0.008484672,0.3,0.15,8,6.630000114,6,3.860000038,6,4.35,11,14.08000021,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
940,0.001063153,2,0.532061815,48,0.020547745,12,0.079535007,9,0.108926982,9,0.108371884,4,0.216119051,48,0.020719234,0,0,4,0.21611166,4,0.215297302,8,0.092185293,4,0.216224988,4,0.213998,4,0.219292641,2,0.419262886,0,0,5,0.211979032,4,0.214148998,4,0.21674935,20,0.027863415,29,0.034711608,5,0.212679267,5,0.211787224,47,0.021281455,2,0.464428902,10,0.106429577,115,0.00852722,0.3,0.050258647,8,7.836363792,6,3.254545472,6,6.381818251,11,12.55454566,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
958,0.001040358,2,0.512494802,48,0.020458424,12,0.075895743,10,0.105187549,10,0.104663902,5,0.209169507,48,0.020420937,0,0,5,0.208990037,5,0.207327247,10,0.092464791,5,0.207939744,5,0.209542751,5,0.209371746,3,0.313642025,0,0,5,0.208153486,5,0.209166229,5,0.209470212,20,0.027087688,28,0.035710971,5,0.209629536,5,0.208063543,48,0.020782765,2,0.466226101,9,0.103811115,122,0.008077001,0.3,-0.053641482,8,6.644444466,6,3.111111217,6,4.311111132,11.5,16.52222241,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
961,0.001024483,2,0.504595995,48,0.020513042,14,0.070788163,10,0.103589561,9,0.100863129,5,0.206025004,46,0.020621469,0,0,5,0.205823004,5,0.205168009,10,0.09120067,5,0.204895258,5,0.206628799,5,0.208492994,2,0.405062914,0,0,4,0.204422712,5,0.205650508,5,0.205726981,20,0.026564887,29,0.033726752,5,0.207339764,5,0.207211256,48,0.020560067,3,0.414995909,10,0.102885882,123,0.007967058,0.3,-0.050115808,8,6.980000114,6,2.910000038,6,4.830000114,11.5,15.09000006,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
948,0.001055415,2,0.5362041,45,0.020997362,12,0.078178644,9,0.10891813,10,0.106330236,5,0.215359747,48,0.020780726,0,0,5,0.214850247,5,0.21449405,10,0.095758994,5,0.215466738,5,0.21636498,5,0.215600491,3,0.431614518,0,0,5,0.215863764,5,0.215839505,5,0.215464711,20,0.02828263,29,0.035005638,4,0.215118329,4,0.218781948,47,0.021429585,2,0.394509077,9,0.107480019,124,0.008064919,0.3,-0.15,8,8.640000057,6,4.880000019,6,5.770000076,11,14.27000008,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
956,0.001046105,2,0.368422031,48,0.020514022,16,0.055675856,10,0.10399678,9,0.104174614,4,0.207736651,49,0.020426646,0,0,4,0.206561645,4,0.207274675,8,0.088897024,4,0.207993031,4,0.209932963,4,0.204055071,2,0.424993038,0,0,5,0.208826482,4,0.211066723,4,0.207620303,20,0.019887949,28,0.03523922,5,0.208832979,5,0.20920223,48,0.020950449,2,0.41634202,10,0.104901791,121,0.008137383,0.3,0.003147496,8,6.190909126,6,3.781818217,6,5.445454597,11,13.68181836,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
937,0.001067287,2,0.533545971,48,0.020517466,16,0.056046724,9,0.105236351,10,0.105503215,5,0.20891422,46,0.020960199,0,0,5,0.20886451,5,0.209180951,10,0.092879454,5,0.208878517,5,0.208806992,5,0.207920969,3,0.421647549,0,0,5,0.21087271,5,0.211044729,5,0.208937287,14,0.041008307,29,0.034570353,5,0.20821625,5,0.208821535,47,0.021118351,3,0.423089504,9,0.104820997,121,0.008175625,0.3,0.15,8,8.611111217,6,2.575000048,6,5.466666751,11,11.20000005,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
960,0.001042252,1,0,48,0.020766979,12,0.075729175,10,0.102965673,9,0.104321748,5,0.208503544,46,0.020800935,0,0,5,0.208797514,5,0.208778501,10,0.092844009,5,0.208645761,5,0.206193209,5,0.209045529,2,0.422471046,0,0,4,0.209598382,5,0.21029675,5,0.208780944,16,0.034852537,28,0.034883888,5,0.208250225,4,0.208875656,48,0.020858572,2,0.385816813,10,0.104275227,120,0.008039505,0.3,0.119402176,8,6,6,3.9,6,3.960000038,11,15.69000006,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
933,0.001070636,2,0.560245991,46,0.020765532,14,0.06627578,9,0.107615888,10,0.10687391,4,0.212006648,48,0.020585339,0,0,4,0.212492704,4,0.212453683,8,0.091190406,4,0.212779681,5,0.213045001,5,0.21390003,3,0.430986524,0,0,5,0.215451479,5,0.214891791,4,0.212571383,20,0.029397375,28,0.035831443,4,0.213155985,5,0.214886487,46,0.021478128,3,0.448189497,9,0.107610613,122,0.008160759,0.3,0.121400265,8,5.840000057,6,3.960000038,6,4.669999981,12,14.72999992,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
941,0.001061291,2,0.526027918,47,0.020701569,12,0.065877091,9,0.105106384,9,0.10539639,5,0.207665503,47,0.020986002,0,0,5,0.210223258,5,0.207314968,10,0.093727456,5,0.207493246,4,0.207063675,4,0.208462715,3,0.424744964,0,0,5,0.212154984,4,0.207898696,5,0.207340479,20,0.028491372,28,0.036167215,5,0.211396277,5,0.211785972,47,0.02124961,1,0,10,0.106199768,122,0.008199828,0.294607235,0.143205524,8,7.609999943,6,3.130000019,6,5.840000057,12,16.68000021,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
890,0.001123993,2,0.570071936,45,0.022002182,12,0.081525543,9,0.112553477,9,0.115912616,5,0.224095225,46,0.021815311,0,0,5,0.224011958,5,0.224250495,10,0.099538989,5,0.224035501,5,0.22706598,5,0.222721219,2,0.467083931,0,0,4,0.227655013,5,0.223739505,5,0.224059463,20,0.031163743,27,0.036520004,4,0.226908048,4,0.227001349,45,0.022503707,2,0.460886002,9,0.112908363,118,0.008499258,0.282118793,0.15,8,53.30000019,6,3.639999962,6,4.609999943,12,14.05999994,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
914,0.001093035,2,0.558967113,46,0.021592601,14,0.068639535,9,0.111296356,9,0.091523767,4,0.212504705,44,0.017386237,0,0,4,0.212442636,4,0.212651968,8,0.092855828,4,0.211894989,4,0.212678989,4,0.204839706,2,0.441977024,0,0,5,0.185474515,4,0.20062232,4,0.212341388,20,0.029678947,27,0.037068734,5,0.223719954,5,0.177200973,46,0.021895154,3,0.339932084,9,0.095086753,117,0.00848431,0.261855491,0.15,8,67.99999948,6,3.227272771,6,4.681818312,11,15.36363636,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
942,0.001061469,2,0.575143099,48,0.020709682,12,0.08710237,10,0.106842783,10,0.105432881,5,0.213452995,48,0.020768363,0,0,5,0.213583767,5,0.21370399,10,0.095193545,5,0.213455737,5,0.214706779,5,0.216303468,2,0.41876483,0,0,4,0.21323363,5,0.217706025,5,0.213573754,20,0.029611525,29,0.03475764,5,0.21503526,5,0.214915514,47,0.021229785,3,0.431968927,9,0.10725373,122,0.008085537,0.242971139,0.15,8,13.34999981,6,3.75,6,4.719999981,11.5,13.37000017,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
950,0.001053142,2,0.512769938,46,0.021258312,10,0.070796437,9,0.104199857,9,0.104936242,5,0.211042225,48,0.020554274,0,0,5,0.211019993,5,0.211046755,10,0.093750901,5,0.210906267,5,0.210988462,5,0.209429801,3,0.419983506,0,0,5,0.210030735,5,0.21019727,5,0.210748971,20,0.026630377,28,0.034380586,5,0.2119385,4,0.212053299,47,0.021184154,2,0.423308134,10,0.105418788,128,0.007711362,-0.019993438,0.15,8,6.411111196,6,3.17777782,6,5.733333376,11,14.51111126,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
952,0.001050254,1,0,48,0.020927338,14,0.073768542,10,0.108636989,9,0.106434971,4,0.211546342,47,0.021046322,0,0,4,0.211521387,4,0.211443663,8,0.090541567,4,0.211719672,4,0.212489605,5,0.211523473,1,0,2,0.419723988,5,0.210067749,5,0.212256014,4,0.211502314,10,0.000244326,28,0.035964816,4,0.212703705,5,0.211558282,48,0.021054273,3,0.437859058,9,0.106185108,120,0.008349857,-0.082164396,0.15,8,7.560000038,6,4.060000038,6,5.760000038,11,13.24000015,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
936,0.001064888,2,0.520063877,46,0.020553107,12,0.068145167,9,0.10653761,10,0.105816894,5,0.213212788,47,0.02034617,0,0,5,0.213154495,5,0.212991536,10,0.0947681,5,0.21445471,5,0.214368761,4,0.215544383,0,0,2,0.433233023,5,0.21379447,4,0.215306997,5,0.213084996,20,0.027477001,29,0.03452129,5,0.214468002,5,0.214758992,47,0.021291411,2,0.470181942,10,0.106248538,125,0.007908033,-0.049519832,0.15,8,7.054545489,6,3.390909108,6,4.445454597,11,13.38181825,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
919,0.001088212,2,0.580696821,46,0.021147267,16,0.0576382,9,0.10824874,9,0.108981609,5,0.219845295,46,0.021762064,0,0,5,0.218908966,5,0.219368041,10,0.097322226,5,0.219261289,5,0.219360232,5,0.217043996,0,0,2,0.44670701,4,0.218563636,5,0.217831016,5,0.219135523,20,0.029410538,28,0.036403515,5,0.219543278,4,0.219494025,46,0.021906885,1,0,9,0.110030651,115,0.008668544,-0.027016333,0.15,8,25.55999975,6,3.45,6,5.540000057,11,11.80999994,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
851,0.001171501,2,0.561230898,36,0.028294774,11,0.098565006,8,0.138017552,8,0.132566861,4,0.270611048,35,0.028025823,0,0,4,0.270832698,4,0.270518303,7,0.13541766,4,0.270686626,4,0.272386948,4,0.275611401,0,0,2,0.42542696,4,0.226658662,4,0.279668649,4,0.270476659,20,0.028567992,22,0.045549722,4,0.257081032,5,0.241723478,35,0.028443792,1,0,8,0.128102848,97,0.010353759,-0.018494681,0.15,8,48.13333278,6,3.188888868,6,4.866666582,11,13.24444453,0,0,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18,0,9.22E+18
